case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-21909;2022-11-28;2022-11-27;2022-11-01;The chatbot couldn’t process my balance request.;negative;1;chatbot;11;1;DETRACTOR;0;0;Grupo F,Grupo G,Grupo D,Grupo C;4;4;Grupo C;Balance Inquiry
CASE-21985;2023-04-25;2023-04-23;2023-04-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;4;phone;11;5;PROMOTER;1;0;Grupo A;1;1;Grupo A;Account Setup
CASE-22458;2022-01-17;2022-01-16;2022-01-01;The phone agent was friendly and fixed my login issue.;positive;5;email;166;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-22407;2022-04-17;2022-04-17;2022-04-01;The email response was prompt and very clear.;positive;4;phone;14;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Login Problems
CASE-16401;2024-11-07;2024-11-03;2024-11-01;Phone support was standard, nothing to note.;neutral;3;email;1350;3;DETRACTOR;1;1;Grupo E;1;1;Grupo E;Login Problems
CASE-24264;2023-07-05;2023-07-02;2023-07-01;The email team didn’t care about my problem.;negative;1;phone;40;2;DETRACTOR;0;0;Grupo D,Grupo D,Grupo H,Grupo I;3;4;Grupo I;Payment Issues
CASE-26631;2024-12-11;2024-12-08;2024-12-01;Phone support was standard, nothing to note.;neutral;3;phone;32;4;PROMOTER;0;1;Grupo F,Grupo A;2;2;Grupo A;General Inquiry
CASE-25761;2022-07-12;2022-07-10;2022-07-01;The service was top-notch, I’m so happy with this bank!;positive;4;phone;7;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-20143;2023-05-02;2023-04-30;2023-05-01;The chatbot gave me irrelevant answers every time.;negative;2;chatbot;40;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo A,Grupo E;2;4;Grupo E;Transaction Error
CASE-15228;2023-05-17;2023-05-14;2023-05-01;I had a wonderful experience opening my account via phone.;positive;4;phone;13;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-19965;2023-09-18;2023-09-17;2023-09-01;Email support was fine, met my expectations.;neutral;3;phone;16;3;DETRACTOR;1;1;Grupo C;1;1;Grupo C;Login Problems
CASE-26205;2022-05-11;2022-05-08;2022-05-01;The email team was fast and solved my problem.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-18752;2022-04-27;2022-04-24;2022-04-01;The phone agent helped me set up alerts with ease.;positive;5;phone;16;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-26908;2024-07-06;2024-06-30;2024-07-01;The phone representative was unhelpful and impatient.;negative;1;email;5014;1;DETRACTOR;0;0;Grupo E,Grupo C,Grupo G,Grupo F,Grupo A;5;5;Grupo A;Login Problems
CASE-16739;2023-11-14;2023-11-12;2023-11-01;The chatbot guided me through online banking setup flawlessly.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Transaction Error
CASE-26976;2022-01-11;2022-01-09;2022-01-01;Phone support was excellent, they helped me with my statement.;positive;5;chatbot;4;4;PROMOTER;1;1;Grupo A,Grupo I,Grupo D;3;3;Grupo D;Loan Inquiry
CASE-28178;2022-10-08;2022-10-02;2022-10-01;The email response was detailed and very helpful.;positive;5;chatbot;6;4;PROMOTER;1;1;Grupo A,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-17433;2022-08-30;2022-08-28;2022-08-01;The email response was detailed and very helpful.;positive;5;chatbot;6;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-18974;2023-11-10;2023-11-05;2023-11-01;The chatbot was quick to assist with my payment query.;positive;5;chatbot;6;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-17448;2022-02-20;2022-02-20;2022-02-01;The email support team was efficient and friendly.;positive;5;phone;16;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-25410;2023-02-06;2023-02-05;2023-02-01;The email response was prompt and very clear.;positive;5;chatbot;3;5;PROMOTER;1;1;Grupo A,Grupo D;2;2;Grupo D;Transaction Error
CASE-20459;2022-11-27;2022-11-27;2022-11-01;The phone agent explained everything in a friendly way.;positive;4;email;258;4;PROMOTER;1;1;Grupo D,Grupo I;2;2;Grupo I;Card Issues
CASE-18238;2024-10-15;2024-10-13;2024-10-01;The chatbot assisted with my account setup smoothly.;positive;5;phone;8;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-27596;2024-09-19;2024-09-15;2024-09-01;The chatbot was quick to assist with my card issue.;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo B,Grupo H;2;2;Grupo H;Account Setup
CASE-26844;2022-12-22;2022-12-18;2022-12-01;The phone agent was unhelpful with my fees.;negative;1;chatbot;18;2;DETRACTOR;0;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-20082;2022-01-21;2022-01-16;2022-01-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;5;phone;19;4;PROMOTER;1;1;Grupo H,Grupo J;2;2;Grupo J;Card Issues
CASE-25659;2024-12-07;2024-12-01;2024-12-01;The agent was knowledgeable and made me feel valued.;positive;5;email;253;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-25064;2022-07-29;2022-07-24;2022-07-01;The email response was rude and dismissive.;negative;2;chatbot;22;1;DETRACTOR;0;0;Grupo D,Grupo A,Grupo H;3;3;Grupo H;Transaction Error
CASE-25029;2024-03-12;2024-03-10;2024-03-01;The email team helped me with my statement questions quickly.;positive;5;phone;15;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Transaction Error
CASE-26194;2024-03-07;2024-03-03;2024-03-01;The chatbot was a lifesaver when I needed to block my card.;positive;4;phone;11;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-27206;2024-11-09;2024-11-03;2024-11-01;Quick and friendly service, my card issue was sorted out fast.;positive;4;chatbot;2;4;PROMOTER;1;0;Grupo B,Grupo E,Grupo D;3;3;Grupo D;Card Issues
CASE-26595;2023-06-02;2023-05-28;2023-06-01;The phone agent was so patient with my account setup.;positive;5;phone;18;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-27962;2023-08-10;2023-08-06;2023-08-01;The chatbot failed to process my savings request.;negative;1;email;6673;1;DETRACTOR;0;0;Grupo B,Grupo B,Grupo E;2;3;Grupo E;Balance Inquiry
CASE-15429;2022-09-07;2022-09-04;2022-09-01;I had a wonderful experience opening my account via phone.;positive;5;email;242;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-17530;2023-08-03;2023-07-30;2023-08-01;The phone agent walked me through everything step-by-step.;positive;5;email;84;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-20625;2024-10-25;2024-10-20;2024-10-01;The phone agent didn’t know basic banking info.;negative;2;email;1810;1;DETRACTOR;0;0;Grupo E,Grupo B,Grupo E,Grupo E;2;4;Grupo E;Transaction Error
CASE-29367;2023-04-18;2023-04-16;2023-04-01;The chatbot was alright with my loan terms.;neutral;3;chatbot;13;4;PROMOTER;0;0;Grupo E;1;1;Grupo E;Card Issues
CASE-24207;2024-07-13;2024-07-07;2024-07-01;I waited forever on the phone, and they didn’t help.;negative;1;phone;33;1;DETRACTOR;0;0;Grupo H,Grupo B,Grupo C;3;3;Grupo C;Loan Inquiry
CASE-22902;2024-04-13;2024-04-07;2024-04-01;The phone representative was kind and fixed my issue right away.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;General Inquiry
CASE-20709;2023-11-13;2023-11-12;2023-11-01;The chatbot gave me incorrect balance info.;negative;1;phone;38;2;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Fraud Report
CASE-17482;2023-09-29;2023-09-24;2023-09-01;Phone support was average, nothing to note.;neutral;3;email;1820;3;DETRACTOR;0;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-21167;2022-11-29;2022-11-27;2022-11-01;The phone agent didn’t even try to assist me.;negative;1;phone;41;2;DETRACTOR;0;0;Grupo A,Grupo H,Grupo E;3;3;Grupo E;Login Problems
CASE-20058;2024-02-27;2024-02-25;2024-02-01;The email response was clear and solved my problem.;positive;4;phone;6;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-16083;2022-08-05;2022-07-31;2022-08-01;Email support was fast and fixed my login issue.;positive;4;chatbot;5;4;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-22487;2025-02-09;2025-02-09;2025-02-01;The email response was sloppy and unclear.;negative;1;phone;41;1;DETRACTOR;0;1;Grupo H,Grupo C,Grupo I;3;3;Grupo I;Login Problems
CASE-19360;2022-04-16;2022-04-10;2022-04-01;The email response was generic and useless.;negative;1;phone;51;2;DETRACTOR;0;0;Grupo J,Grupo H,Grupo A,Grupo G;4;4;Grupo G;Login Problems
CASE-24217;2024-05-07;2024-05-05;2024-05-01;I received a detailed email response in less than an hour.;positive;4;phone;14;5;PROMOTER;1;0;Grupo F;1;1;Grupo F;Login Problems
CASE-26170;2024-11-10;2024-11-10;2024-11-01;The chatbot couldn’t handle my simple question.;negative;2;chatbot;51;1;DETRACTOR;0;0;Grupo J,Grupo E,Grupo E,Grupo J,Grupo A;3;5;Grupo A;Login Problems
CASE-25760;2022-09-17;2022-09-11;2022-09-01;Phone support was rude and disconnected me.;negative;1;email;6363;1;DETRACTOR;0;1;Grupo F,Grupo C,Grupo G,Grupo F;3;4;Grupo F;Card Issues
CASE-29444;2022-10-04;2022-10-02;2022-10-01;The chatbot couldn’t assist with my statement.;negative;2;phone;93;2;DETRACTOR;0;1;Grupo I,Grupo E,Grupo E,Grupo E,Grupo C;3;5;Grupo C;Transaction Error
CASE-19584;2022-08-10;2022-08-07;2022-08-01;Email support was fast and gave me all the info I needed.;positive;5;chatbot;4;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-26712;2022-02-19;2022-02-13;2022-02-01;The agent was very helpful and resolved my issue quickly.;positive;4;email;68;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-20501;2023-10-13;2023-10-08;2023-10-01;Great customer service, the phone representative was so polite!;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-23189;2023-07-01;2023-06-25;2023-07-01;The phone agent was so patient with my account setup.;positive;5;email;151;5;PROMOTER;1;0;Grupo B;1;1;Grupo B;Login Problems
CASE-29703;2024-05-19;2024-05-19;2024-05-01;The chatbot assisted with my account setup smoothly.;positive;4;chatbot;4;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Account Setup
CASE-20636;2023-05-28;2023-05-28;2023-05-01;The chatbot was quick to assist with my card issue.;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Account Setup
CASE-28793;2022-04-18;2022-04-17;2022-04-01;Email support was fast and gave me all the info I needed.;positive;5;chatbot;4;4;PROMOTER;1;1;Grupo J,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-16301;2023-11-01;2023-10-29;2023-11-01;The chatbot couldn’t handle my simple transfer request.;negative;1;phone;34;2;DETRACTOR;0;0;Grupo A,Grupo E,Grupo G,Grupo E;3;4;Grupo E;Transaction Error
CASE-17239;2023-03-02;2023-02-26;2023-03-01;The chatbot was fast and accurate with my inquiry.;positive;5;chatbot;5;5;PROMOTER;1;0;Grupo G;1;1;Grupo G;Card Issues
CASE-16820;2023-04-03;2023-04-02;2023-04-01;I got a fast and friendly response via email, great job!;positive;5;email;212;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-16315;2022-12-07;2022-12-04;2022-12-01;The chatbot couldn’t handle my simple transfer request.;negative;1;chatbot;35;2;DETRACTOR;0;0;Grupo E,Grupo H,Grupo H,Grupo F;3;4;Grupo F;Payment Issues
CASE-16244;2024-04-15;2024-04-14;2024-04-01;Super satisfied with the email response to my inquiry.;positive;4;email;119;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-22754;2023-03-31;2023-03-26;2023-03-01;Phone support was friendly and resolved my concern.;positive;4;phone;5;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-16898;2024-01-15;2024-01-14;2024-01-01;The email team was neutral, response was basic.;neutral;3;chatbot;18;4;PROMOTER;0;1;Grupo I,Grupo A;2;2;Grupo A;General Inquiry
CASE-21466;2024-02-26;2024-02-25;2024-02-01;Email support was amazing, they responded right away.;positive;4;email;148;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-27191;2024-05-13;2024-05-12;2024-05-01;The phone team wasted my time with no solution.;negative;1;email;5146;1;DETRACTOR;0;1;Grupo J,Grupo H;2;2;Grupo H;Card Issues
CASE-21192;2024-12-26;2024-12-22;2024-12-01;The phone team made me wait and then hung up.;negative;2;chatbot;18;2;DETRACTOR;0;0;Grupo C,Grupo D;2;2;Grupo D;Payment Issues
CASE-17352;2022-06-15;2022-06-12;2022-06-01;The chatbot helped with my payment, but it was slow.;neutral;3;phone;19;3;DETRACTOR;1;0;Grupo A,Grupo A;1;2;Grupo A;Transaction Error
CASE-25701;2024-12-04;2024-12-01;2024-12-01;The phone agent didn’t know basic banking info.;negative;2;phone;88;2;DETRACTOR;0;0;Grupo E,Grupo A,Grupo B;3;3;Grupo B;Transaction Error
CASE-15967;2023-06-20;2023-06-18;2023-06-01;Email support made resolving my issue so easy.;positive;4;chatbot;4;5;PROMOTER;1;1;Grupo I,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-19679;2024-07-14;2024-07-14;2024-07-01;I’m impressed with how fast my loan application was processed.;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-21402;2025-01-30;2025-01-26;2025-01-01;The email response was thorough and resolved my question.;positive;4;email;101;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-29357;2023-12-18;2023-12-17;2023-12-01;Phone support was standard, no complaints.;neutral;3;phone;25;3;DETRACTOR;1;1;Grupo G,Grupo I;2;2;Grupo I;Transaction Error
CASE-24301;2023-06-27;2023-06-25;2023-06-01;Email support was polite and answered all my questions.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-29250;2022-09-19;2022-09-18;2022-09-01;Phone support was outstanding, they deserve praise!;positive;4;phone;9;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-15009;2022-01-29;2022-01-23;2022-01-01;The email team provided a clear and quick solution.;positive;5;chatbot;3;5;PROMOTER;1;1;Grupo F,Grupo G;2;2;Grupo G;Card Issues
CASE-29554;2023-03-17;2023-03-12;2023-03-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;5;phone;17;4;PROMOTER;1;1;Grupo D,Grupo A;2;2;Grupo A;Login Problems
CASE-19053;2023-04-27;2023-04-23;2023-04-01;The email response was fine, not very helpful.;neutral;3;chatbot;6;4;PROMOTER;1;1;Grupo E,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-25455;2023-09-10;2023-09-10;2023-09-01;The chatbot handled my payment query perfectly.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-27023;2023-10-22;2023-10-22;2023-10-01;The email team helped me with my statement questions quickly.;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-20212;2023-01-01;2023-01-01;2023-01-01;The chatbot assisted me with my card replacement smoothly.;positive;5;email;274;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-26368;2024-10-10;2024-10-06;2024-10-01;The chatbot quickly helped me reset my password.;positive;4;chatbot;6;4;PROMOTER;1;1;Grupo D,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-25808;2023-10-28;2023-10-22;2023-10-01;The phone team made banking so easy for me.;positive;5;email;183;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-26486;2023-12-03;2023-12-03;2023-12-01;The chatbot gave me wrong loan terms info.;negative;1;chatbot;23;2;DETRACTOR;0;0;Grupo D,Grupo A,Grupo E;3;3;Grupo E;Card Issues
CASE-16769;2022-02-28;2022-02-27;2022-02-01;Phone support was amazing, they handled my complaint well.;positive;5;phone;13;4;PROMOTER;1;1;Grupo I,Grupo B,Grupo C;3;3;Grupo C;General Inquiry
CASE-22257;2024-09-08;2024-09-08;2024-09-01;The chatbot helped me track my transaction effortlessly.;positive;5;phone;7;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-27286;2024-04-01;2024-03-31;2024-04-01;Email support ignored my complaint completely.;negative;2;phone;80;1;DETRACTOR;0;0;Grupo A,Grupo D,Grupo D,Grupo B,Grupo D;3;5;Grupo D;General Inquiry
CASE-20222;2022-08-02;2022-07-31;2022-08-01;Email support was polite and answered all my questions.;positive;5;phone;6;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-18561;2024-01-02;2023-12-31;2024-01-01;The chatbot saved me so much time with my transaction query.;positive;4;phone;14;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-23711;2022-05-10;2022-05-08;2022-05-01;Email support didn’t even try to fix my issue.;negative;1;chatbot;17;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-23099;2023-12-27;2023-12-24;2023-12-01;The chatbot couldn’t help with my card replacement.;negative;2;phone;48;2;DETRACTOR;0;0;Grupo J,Grupo E,Grupo J,Grupo D;3;4;Grupo D;Transaction Error
CASE-19884;2024-05-26;2024-05-26;2024-05-01;The chatbot failed to help with my account setup.;negative;2;email;1544;1;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-24899;2024-05-01;2024-04-28;2024-05-01;The chatbot helped me with my account balance quickly.;positive;5;email;249;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;General Inquiry
CASE-28012;2024-02-22;2024-02-18;2024-02-01;The chatbot made banking so convenient, I love it!;positive;4;chatbot;5;4;PROMOTER;1;1;Grupo I,Grupo J;2;2;Grupo J;Card Issues
CASE-19833;2023-11-18;2023-11-12;2023-11-01;The phone agent was impatient and rude.;negative;1;email;4921;1;DETRACTOR;0;1;Grupo F,Grupo C,Grupo F,Grupo I;3;4;Grupo I;Fraud Report
CASE-23342;2023-12-03;2023-12-03;2023-12-01;The chatbot couldn’t handle my payment issue.;negative;1;chatbot;60;2;DETRACTOR;0;0;Grupo I,Grupo G,Grupo J,Grupo C;4;4;Grupo C;Card Issues
CASE-24239;2024-08-09;2024-08-04;2024-08-01;The phone team was courteous and fixed my issue instantly.;positive;4;email;222;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-21329;2024-09-18;2024-09-15;2024-09-01;The email support team was professional and courteous.;positive;5;email;166;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-25417;2023-09-12;2023-09-10;2023-09-01;The email response was clear and professional.;positive;4;email;165;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Transaction Error
CASE-20482;2022-08-30;2022-08-28;2022-08-01;The email team responded promptly and solved my issue.;positive;4;email;67;5;PROMOTER;1;1;Grupo A,Grupo E;2;2;Grupo E;Fees Inquiry
CASE-16686;2022-10-30;2022-10-30;2022-10-01;Email support was the worst, no effort at all.;negative;1;chatbot;16;1;DETRACTOR;0;0;Grupo A,Grupo C;2;2;Grupo C;Payment Issues
CASE-15507;2022-04-29;2022-04-24;2022-04-01;The email team solved my issue with a single reply.;positive;5;phone;14;4;PROMOTER;1;1;Grupo H,Grupo I;2;2;Grupo I;Login Problems
CASE-24599;2024-10-17;2024-10-13;2024-10-01;The phone agent didn’t know basic banking info.;negative;1;chatbot;45;1;DETRACTOR;0;0;Grupo E,Grupo A,Grupo C,Grupo G;4;4;Grupo G;Transaction Error
CASE-27043;2025-02-08;2025-02-02;2025-02-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;5;phone;8;5;PROMOTER;1;1;Grupo E,Grupo F,Grupo F;2;3;Grupo F;Transaction Error
CASE-17363;2024-03-09;2024-03-03;2024-03-01;The email team provided excellent service, I’m happy!;positive;4;phone;8;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-24697;2023-03-02;2023-02-26;2023-03-01;The phone team was courteous and fixed my issue instantly.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo I,Grupo I;1;2;Grupo I;Payment Issues
CASE-17515;2024-08-08;2024-08-04;2024-08-01;The phone agent was patient and solved my problem.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Account Setup
CASE-15789;2022-09-22;2022-09-18;2022-09-01;The chatbot gave me wrong loan terms info.;negative;1;email;1681;2;DETRACTOR;0;1;Grupo B,Grupo B;1;2;Grupo B;Account Setup
CASE-18202;2024-10-11;2024-10-06;2024-10-01;The chatbot was fast and accurate with my inquiry.;positive;4;phone;7;5;PROMOTER;1;1;Grupo B,Grupo C,Grupo I;3;3;Grupo I;Account Setup
CASE-28961;2024-01-10;2024-01-07;2024-01-01;The chatbot couldn’t reset my PIN properly.;negative;2;phone;40;2;DETRACTOR;0;0;Grupo D,Grupo D;1;2;Grupo D;Payment Issues
CASE-16167;2022-11-16;2022-11-13;2022-11-01;The email team solved my issue with a single reply.;positive;4;email;88;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-19044;2024-05-15;2024-05-12;2024-05-01;The phone agent helped me, but it was slow.;neutral;3;phone;17;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-17273;2024-03-01;2024-02-25;2024-03-01;The chatbot couldn’t handle my simple transfer request.;negative;1;email;4065;2;DETRACTOR;0;1;Grupo H,Grupo H,Grupo A,Grupo J;3;4;Grupo J;Card Issues
CASE-26533;2022-07-04;2022-07-03;2022-07-01;The email response was okay, not very helpful.;neutral;3;email;977;4;PROMOTER;1;0;Grupo F,Grupo D,Grupo F,Grupo B;3;4;Grupo B;Payment Issues
CASE-19969;2022-05-12;2022-05-08;2022-05-01;The chatbot explained my fees so clearly, I’m impressed!;positive;4;phone;12;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-26569;2022-06-15;2022-06-12;2022-06-01;Phone support was friendly and resolved my concern.;positive;5;phone;6;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-16040;2022-07-22;2022-07-17;2022-07-01;The agent on the phone explained my mortgage options clearly.;positive;5;email;253;4;PROMOTER;1;1;Grupo F,Grupo I,Grupo I;2;3;Grupo I;Login Problems
CASE-23951;2024-08-18;2024-08-18;2024-08-01;The phone agent was great at explaining my loan terms.;positive;5;email;87;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-23262;2023-10-15;2023-10-15;2023-10-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-25089;2024-09-15;2024-09-15;2024-09-01;The phone team was slow and didn’t care.;negative;2;phone;81;2;DETRACTOR;0;1;Grupo H,Grupo H,Grupo D;2;3;Grupo D;Card Issues
CASE-19511;2022-05-07;2022-05-01;2022-05-01;The chatbot couldn’t reset my PIN properly.;negative;2;chatbot;28;2;DETRACTOR;0;0;Grupo H,Grupo G;2;2;Grupo G;Login Problems
CASE-20670;2024-02-06;2024-02-04;2024-02-01;I’m impressed with how fast my loan application was processed.;positive;5;phone;5;4;PROMOTER;1;1;Grupo E,Grupo E;1;2;Grupo E;Loan Inquiry
CASE-17309;2024-01-21;2024-01-21;2024-01-01;The chatbot helped me with my account balance quickly.;positive;5;email;102;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-21878;2023-06-30;2023-06-25;2023-06-01;The chatbot guided me through online banking setup flawlessly.;positive;5;phone;12;4;PROMOTER;1;0;Grupo I,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-28053;2022-04-11;2022-04-10;2022-04-01;Phone support was outstanding, they deserve praise!;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-20144;2022-01-11;2022-01-09;2022-01-01;Phone support handled my transfer request flawlessly.;positive;5;email;98;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-26939;2023-12-01;2023-11-26;2023-12-01;The phone agent was okay, no big problems.;neutral;3;email;927;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Account Setup
CASE-27113;2024-08-13;2024-08-11;2024-08-01;The phone team was great at helping me with my card.;positive;4;chatbot;1;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-26586;2024-05-26;2024-05-26;2024-05-01;The chatbot gave me nonsense answers all the time.;negative;1;email;3353;1;DETRACTOR;0;0;Grupo E,Grupo D,Grupo F,Grupo A;4;4;Grupo A;Payment Issues
CASE-19882;2022-09-15;2022-09-11;2022-09-01;The phone team wasted my time with no solution.;negative;1;email;1570;1;DETRACTOR;0;0;Grupo B,Grupo G,Grupo F;3;3;Grupo F;General Inquiry
CASE-26546;2022-07-16;2022-07-10;2022-07-01;The email response was rude and dismissive.;negative;2;phone;31;2;DETRACTOR;0;1;Grupo E,Grupo J;2;2;Grupo J;Payment Issues
CASE-16655;2024-03-16;2024-03-10;2024-03-01;The chatbot crashed when I tried to check my balance.;negative;1;chatbot;11;1;DETRACTOR;0;0;Grupo D,Grupo D,Grupo H;2;3;Grupo H;Login Problems
CASE-20675;2022-09-14;2022-09-11;2022-09-01;Email support made resolving my issue so easy.;positive;4;email;105;4;PROMOTER;1;1;Grupo B,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-29201;2023-01-17;2023-01-15;2023-01-01;The phone team didn’t solve my transfer problem.;negative;2;email;4163;1;DETRACTOR;0;1;Grupo I,Grupo G,Grupo B;3;3;Grupo B;Payment Issues
CASE-26910;2024-08-25;2024-08-25;2024-08-01;The chatbot assisted me with my card replacement smoothly.;positive;4;email;67;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-20350;2024-07-18;2024-07-14;2024-07-01;The phone team was slow and didn’t care.;negative;2;phone;48;2;DETRACTOR;0;0;Grupo C,Grupo E;2;2;Grupo E;Card Issues
CASE-24639;2024-04-05;2024-03-31;2024-04-01;Email support exceeded my expectations with their quick reply.;positive;4;phone;17;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;General Inquiry
CASE-18430;2022-05-22;2022-05-22;2022-05-01;The email response was delayed and unhelpful.;negative;1;chatbot;16;2;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Transaction Error
CASE-18823;2024-07-03;2024-06-30;2024-07-01;The chatbot assisted me with my card replacement smoothly.;positive;4;phone;12;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-24924;2022-05-31;2022-05-29;2022-05-01;The chatbot failed to process my savings request.;negative;2;chatbot;11;2;DETRACTOR;0;1;Grupo B,Grupo J,Grupo D;3;3;Grupo D;Account Setup
CASE-25335;2024-06-05;2024-06-02;2024-06-01;The chatbot gave me wrong payment instructions.;negative;2;phone;31;2;DETRACTOR;0;0;Grupo C,Grupo G,Grupo A,Grupo F,Grupo I;5;5;Grupo I;Fees Inquiry
