case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-19140,2022-02-15,2022-02-13,2022-02-01,Email support didn’t even read my message properly.,negative,1,2243,2,"Grupo G,Grupo I,Grupo A,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CASE-19140,Superior,MinCovDet
CASE-28443,2024-09-07,2024-09-01,2024-09-01,The phone team made me wait and then hung up.,negative,2,12,1,"Grupo H,Grupo D,Grupo F,Grupo D,Grupo C",4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28443,Superior,MinCovDet
CASE-16901,2022-12-17,2022-12-11,2022-12-01,The email response was sloppy and unclear.,negative,2,3979,1,"Grupo G,Grupo E,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-16901,Superior,MinCovDet
CASE-21820,2022-08-02,2022-07-31,2022-08-01,The chatbot gave me wrong info about my account.,negative,1,3186,2,"Grupo E,Grupo A,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-21820,Superior,MinCovDet
CASE-16656,2023-07-12,2023-07-09,2023-07-01,The phone agent didn’t listen to my complaint.,negative,1,5035,1,"Grupo I,Grupo I",1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-16656,Superior,MinCovDet
CASE-29748,2024-03-01,2024-02-25,2024-03-01,The chatbot gave me nonsense answers all the time.,negative,2,2184,1,"Grupo G,Grupo B,Grupo C,Grupo G",3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29748,Superior,MinCovDet
CASE-19288,2024-07-27,2024-07-21,2024-07-01,The chatbot gave me nonsense answers all the time.,negative,2,3596,2,"Grupo F,Grupo D,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-19288,Superior,MinCovDet
CASE-19456,2023-08-14,2023-08-13,2023-08-01,"Email support was terrible, they ignored me.",negative,1,4187,1,"Grupo G,Grupo J,Grupo E,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-19456,Superior,MinCovDet
CASE-20244,2023-07-18,2023-07-16,2023-07-01,The email response was rude and incomplete.,negative,2,2292,2,"Grupo I,Grupo B,Grupo H,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-20244,Superior,MinCovDet
CASE-20084,2024-07-06,2024-06-30,2024-07-01,The phone team wasted my time with no solution.,negative,1,2232,2,"Grupo E,Grupo G,Grupo G,Grupo B,Grupo C",4,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-20084,Superior,MinCovDet
CASE-16668,2025-02-25,2025-02-23,2025-02-01,The phone agent was rude and didn’t solve my issue.,negative,1,4040,2,"Grupo F,Grupo C,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-16668,Superior,MinCovDet
CASE-19295,2022-06-13,2022-06-12,2022-06-01,The chatbot kept looping with no solution.,negative,1,18,1,"Grupo H,Grupo H,Grupo J,Grupo J,Grupo I",3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,CASE-19295,Superior,MinCovDet
CASE-18438,2022-03-31,2022-03-27,2022-03-01,"Email support was terrible, they ignored me.",negative,2,3360,2,"Grupo D,Grupo C,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-18438,Superior,MinCovDet
CASE-25899,2022-10-16,2022-10-16,2022-10-01,The chatbot crashed when I tried to check my balance.,negative,1,4282,2,"Grupo H,Grupo B,Grupo J,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-25899,Superior,MinCovDet
CASE-27311,2023-12-07,2023-12-03,2023-12-01,The email response was vague and frustrating.,negative,2,5149,2,"Grupo F,Grupo B",2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27311,Superior,MinCovDet
CASE-24232,2024-11-12,2024-11-10,2024-11-01,"Phone support was awful, they ignored my problem.",negative,2,1757,1,"Grupo D,Grupo G,Grupo H,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-24232,Superior,MinCovDet
CASE-20061,2022-04-17,2022-04-17,2022-04-01,The chatbot crashed when I tried to check my balance.,negative,1,3489,1,"Grupo E,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20061,Superior,MinCovDet
CASE-21791,2024-08-30,2024-08-25,2024-08-01,The chatbot gave me wrong info about my account.,negative,2,9026,1,"Grupo H,Grupo F,Grupo I,Grupo A,Grupo I",4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CASE-21791,Superior,MinCovDet
CASE-16235,2022-06-24,2022-06-19,2022-06-01,The chatbot couldn’t handle my payment issue.,negative,2,5406,2,"Grupo G,Grupo H,Grupo A,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-16235,Superior,MinCovDet
CASE-15715,2022-03-21,2022-03-20,2022-03-01,The chatbot couldn’t assist with my bill payment.,negative,2,5339,1,"Grupo J,Grupo H,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-15715,Superior,MinCovDet
CASE-20660,2023-09-07,2023-09-03,2023-09-01,The chatbot couldn’t understand my simple question.,negative,1,3706,2,"Grupo E,Grupo F,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-20660,Superior,MinCovDet
CASE-28711,2023-12-15,2023-12-10,2023-12-01,The email response was vague and unhelpful.,negative,1,99,1,"Grupo D,Grupo E,Grupo G,Grupo G,Grupo C",4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-28711,Superior,MinCovDet
CASE-19810,2022-03-26,2022-03-20,2022-03-01,The phone agent was clueless about my account.,negative,2,4309,1,"Grupo I,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-19810,Superior,MinCovDet
CASE-18791,2024-12-21,2024-12-15,2024-12-01,The chatbot kept freezing during my inquiry.,negative,1,3486,1,"Grupo D,Grupo I,Grupo G,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-18791,Superior,MinCovDet
CASE-26496,2023-04-11,2023-04-09,2023-04-01,The email team didn’t care about my problem.,negative,2,3814,1,"Grupo H,Grupo H",1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CASE-26496,Superior,MinCovDet
CASE-15994,2023-07-13,2023-07-09,2023-07-01,The chatbot crashed when I tried to check my balance.,negative,1,4436,2,"Grupo J,Grupo F,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-15994,Superior,MinCovDet
CASE-29931,2023-11-04,2023-10-29,2023-11-01,The chatbot couldn’t help with my card replacement.,negative,2,3680,1,"Grupo F,Grupo A,Grupo E,Grupo A,Grupo F",3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29931,Superior,MinCovDet
CASE-19037,2023-12-15,2023-12-10,2023-12-01,The chatbot failed to answer my mortgage question.,negative,1,8378,2,"Grupo J,Grupo C,Grupo H,Grupo I,Grupo F",5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-19037,Superior,MinCovDet
CASE-26509,2024-09-01,2024-09-01,2024-09-01,"Phone support was awful, they ignored my problem.",negative,2,7243,1,"Grupo A,Grupo H,Grupo F,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26509,Superior,MinCovDet
CASE-20517,2024-01-19,2024-01-14,2024-01-01,The phone agent hung up on me mid-conversation.,negative,2,34,1,"Grupo E,Grupo E,Grupo H,Grupo B,Grupo I",4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-20517,Superior,MinCovDet
CASE-19759,2024-02-23,2024-02-18,2024-02-01,"Phone support was awful, they ignored my problem.",negative,1,5137,1,"Grupo I,Grupo B,Grupo B",2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-19759,Superior,MinCovDet
CASE-25634,2022-09-12,2022-09-11,2022-09-01,The chatbot kept looping with no solution.,negative,1,16,1,"Grupo E,Grupo C,Grupo G,Grupo H,Grupo E",4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-25634,Superior,MinCovDet
CASE-21650,2022-01-07,2022-01-02,2022-01-01,The chatbot kept looping with no solution.,negative,1,1724,1,"Grupo D,Grupo I,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CASE-21650,Superior,MinCovDet
CASE-15067,2022-02-18,2022-02-13,2022-02-01,The chatbot gave me useless info about my card.,negative,1,6818,2,"Grupo D,Grupo J,Grupo G",3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-15067,Superior,MinCovDet
CASE-16090,2024-05-23,2024-05-19,2024-05-01,The chatbot crashed when I tried to check my balance.,negative,2,5665,1,"Grupo G,Grupo D,Grupo A,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-16090,Superior,MinCovDet
CASE-20849,2022-10-07,2022-10-02,2022-10-01,The chatbot gave me nonsense answers all the time.,negative,2,7236,2,"Grupo H,Grupo B,Grupo E,Grupo F,Grupo J",5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CASE-20849,Superior,MinCovDet
CASE-16261,2025-01-27,2025-01-26,2025-01-01,The chatbot kept freezing during my inquiry.,negative,1,2121,2,"Grupo G,Grupo B,Grupo D,Grupo B",3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-16261,Superior,MinCovDet
CASE-17803,2023-06-30,2023-06-25,2023-06-01,The email team took forever and didn’t help.,negative,2,4647,2,"Grupo J,Grupo I,Grupo J,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-17803,Superior,MinCovDet
CASE-17870,2023-10-13,2023-10-08,2023-10-01,"Email support took a week to reply, ridiculous!",negative,1,31,1,"Grupo D,Grupo F,Grupo F,Grupo F,Grupo I",3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CASE-17870,Superior,MinCovDet
CASE-16747,2024-11-28,2024-11-24,2024-11-01,The phone team made me wait and then hung up.,negative,2,42,1,"Grupo J,Grupo A,Grupo A,Grupo G,Grupo B",4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-16747,Superior,MinCovDet
CASE-21316,2023-09-25,2023-09-24,2023-09-01,The phone team was rude and hung up on me.,negative,2,54,1,"Grupo D,Grupo C,Grupo F,Grupo C",3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-21316,Superior,MinCovDet
CASE-27303,2022-12-25,2022-12-25,2022-12-01,The chatbot couldn’t assist with my statement.,negative,2,1970,1,"Grupo I,Grupo B,Grupo I,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-27303,Superior,MinCovDet
CASE-17459,2022-01-10,2022-01-09,2022-01-01,Phone support was slow and didn’t fix my card issue.,negative,1,7324,2,"Grupo I,Grupo I,Grupo C,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CASE-17459,Superior,MinCovDet
CASE-25988,2022-06-15,2022-06-12,2022-06-01,The email response was late and irrelevant.,negative,1,3490,1,"Grupo C,Grupo H,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25988,Superior,MinCovDet
CASE-26908,2024-07-06,2024-06-30,2024-07-01,The phone representative was unhelpful and impatient.,negative,1,5014,1,"Grupo E,Grupo C,Grupo G,Grupo F,Grupo A",5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-26908,Superior,MinCovDet
CASE-27962,2023-08-10,2023-08-06,2023-08-01,The chatbot failed to process my savings request.,negative,1,6673,1,"Grupo B,Grupo B,Grupo E",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-27962,Superior,MinCovDet
CASE-20625,2024-10-25,2024-10-20,2024-10-01,The phone agent didn’t know basic banking info.,negative,2,1810,1,"Grupo E,Grupo B,Grupo E,Grupo E",2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20625,Superior,MinCovDet
CASE-26170,2024-11-10,2024-11-10,2024-11-01,The chatbot couldn’t handle my simple question.,negative,2,51,1,"Grupo J,Grupo E,Grupo E,Grupo J,Grupo A",3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-26170,Superior,MinCovDet
CASE-25760,2022-09-17,2022-09-11,2022-09-01,Phone support was rude and disconnected me.,negative,1,6363,1,"Grupo F,Grupo C,Grupo G,Grupo F",3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25760,Superior,MinCovDet
CASE-27286,2024-04-01,2024-03-31,2024-04-01,Email support ignored my complaint completely.,negative,2,80,1,"Grupo A,Grupo D,Grupo D,Grupo B,Grupo D",3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-27286,Superior,MinCovDet
CASE-19833,2023-11-18,2023-11-12,2023-11-01,The phone agent was impatient and rude.,negative,1,4921,1,"Grupo F,Grupo C,Grupo F,Grupo I",3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-19833,Superior,MinCovDet
CASE-26586,2024-05-26,2024-05-26,2024-05-01,The chatbot gave me nonsense answers all the time.,negative,1,3353,1,"Grupo E,Grupo D,Grupo F,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26586,Superior,MinCovDet
CASE-25335,2024-06-05,2024-06-02,2024-06-01,The chatbot gave me wrong payment instructions.,negative,2,31,2,"Grupo C,Grupo G,Grupo A,Grupo F,Grupo I",5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CASE-25335,Superior,MinCovDet
CASE-28522,2023-08-25,2023-08-20,2023-08-01,The chatbot kept looping with no solution.,negative,2,2880,2,"Grupo C,Grupo A,Grupo E,Grupo E",3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-28522,Superior,MinCovDet
CASE-15142,2022-02-13,2022-02-13,2022-02-01,The email response was rude and incomplete.,negative,1,1818,1,"Grupo C,Grupo E,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-15142,Superior,MinCovDet
CASE-29303,2024-12-01,2024-12-01,2024-12-01,The chatbot couldn’t help with my card replacement.,negative,2,4257,1,"Grupo B,Grupo C",2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-29303,Superior,MinCovDet
CASE-24515,2023-12-24,2023-12-24,2023-12-01,The phone agent was impatient and rude.,negative,2,3254,2,"Grupo H,Grupo E,Grupo E,Grupo I",3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-24515,Superior,MinCovDet
CASE-17247,2022-12-17,2022-12-11,2022-12-01,Email support didn’t bother to read my email.,negative,2,4043,1,"Grupo B,Grupo H,Grupo E",3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-17247,Superior,MinCovDet
CASE-18862,2024-03-30,2024-03-24,2024-03-01,"I waited on hold for an hour, this is unacceptable.",negative,2,4832,2,"Grupo E,Grupo F,Grupo A,Grupo D,Grupo A",4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-18862,Superior,MinCovDet
CASE-23542,2022-02-25,2022-02-20,2022-02-01,"I waited forever on the phone, and they didn’t help.",negative,2,1744,1,"Grupo C,Grupo G,Grupo C,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-23542,Superior,MinCovDet
CASE-27870,2022-04-24,2022-04-24,2022-04-01,The email team took too long to fix my login issue.,negative,2,9065,1,"Grupo J,Grupo I,Grupo H,Grupo B,Grupo I",4,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-27870,Superior,MinCovDet
CASE-17411,2022-02-09,2022-02-06,2022-02-01,The chatbot kept freezing during my inquiry.,negative,2,5960,2,"Grupo C,Grupo A,Grupo J,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-17411,Superior,MinCovDet
CASE-23080,2023-08-22,2023-08-20,2023-08-01,"The phone service was awful, no one knew what to do.",negative,1,5321,2,"Grupo E,Grupo G,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-23080,Superior,MinCovDet
CASE-22994,2024-10-28,2024-10-27,2024-10-01,The chatbot failed to answer my mortgage question.,negative,1,1768,1,"Grupo A,Grupo B,Grupo H",3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CASE-22994,Superior,MinCovDet
CASE-24192,2022-12-13,2022-12-11,2022-12-01,The chatbot couldn’t assist with my bill payment.,negative,2,3860,1,"Grupo F,Grupo G",2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24192,Superior,MinCovDet
CASE-23318,2024-07-03,2024-06-30,2024-07-01,The chatbot gave me incorrect balance info.,negative,2,3238,2,"Grupo J,Grupo A,Grupo C",3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-23318,Superior,MinCovDet
CASE-29928,2022-02-19,2022-02-13,2022-02-01,The chatbot crashed when I tried to check my balance.,negative,1,89,1,"Grupo C,Grupo A,Grupo C,Grupo J",3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-29928,Superior,MinCovDet
CASE-22354,2023-12-14,2023-12-10,2023-12-01,The phone team was slow and unprofessional.,negative,1,3724,1,"Grupo G,Grupo A,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-22354,Superior,MinCovDet
CASE-28546,2022-10-09,2022-10-09,2022-10-01,The chatbot gave me useless info about my card.,negative,1,4118,2,"Grupo B,Grupo B,Grupo C,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28546,Superior,MinCovDet
CASE-17963,2023-12-06,2023-12-03,2023-12-01,The phone representative was unhelpful and impatient.,negative,2,59,1,"Grupo B,Grupo I,Grupo A,Grupo F",4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-17963,Superior,MinCovDet
CASE-26000,2023-01-12,2023-01-08,2023-01-01,Email support was slow and totally useless.,negative,2,6929,2,"Grupo D,Grupo A,Grupo B,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26000,Superior,MinCovDet
CASE-28818,2022-07-02,2022-06-26,2022-07-01,"Email support was terrible, they ignored me.",negative,2,40,1,"Grupo I,Grupo I,Grupo H,Grupo D,Grupo E",4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28818,Superior,MinCovDet
CASE-23176,2024-05-19,2024-05-19,2024-05-01,"Email support took days to reply, terrible service!",negative,1,59,1,"Grupo J,Grupo J,Grupo A,Grupo C",3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-23176,Superior,MinCovDet
CASE-29125,2022-06-24,2022-06-19,2022-06-01,The chatbot crashed during my transaction query.,negative,1,3250,2,"Grupo D,Grupo J,Grupo I,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-29125,Superior,MinCovDet
CASE-17668,2022-07-30,2022-07-24,2022-07-01,The phone agent didn’t understand my issue.,negative,1,2683,2,"Grupo C,Grupo A,Grupo H,Grupo H",3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-17668,Superior,MinCovDet
CASE-29916,2023-10-08,2023-10-08,2023-10-01,The email team took too long to fix my login issue.,negative,2,2654,1,"Grupo G,Grupo B,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29916,Superior,MinCovDet
CASE-17157,2024-12-06,2024-12-01,2024-12-01,The chatbot kept looping with no solution.,negative,1,122,2,"Grupo B,Grupo D,Grupo B,Grupo J,Grupo D",3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-17157,Superior,MinCovDet
CASE-21367,2023-08-12,2023-08-06,2023-08-01,The phone team was incompetent and slow.,negative,1,3999,1,"Grupo D,Grupo C,Grupo E,Grupo D",3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-21367,Superior,MinCovDet
CASE-28479,2022-06-17,2022-06-12,2022-06-01,The chatbot gave me wrong payment instructions.,negative,1,4688,1,Grupo B,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28479,Superior,MinCovDet
CASE-15801,2024-02-23,2024-02-18,2024-02-01,Email support didn’t bother to read my email.,negative,2,5884,1,"Grupo I,Grupo C,Grupo A,Grupo E",4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-15801,Superior,MinCovDet
CASE-27579,2024-02-14,2024-02-11,2024-02-01,The phone team was incompetent and slow.,negative,1,5429,2,"Grupo H,Grupo J,Grupo G,Grupo D",4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-27579,Superior,MinCovDet
CASE-18603,2022-12-12,2022-12-11,2022-12-01,The phone team didn’t solve my transfer problem.,negative,2,2566,1,"Grupo H,Grupo C,Grupo I",3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-18603,Superior,MinCovDet
CASE-18063,2022-07-25,2022-07-24,2022-07-01,"I waited forever on the phone, and they didn’t help.",negative,2,5458,1,"Grupo J,Grupo B,Grupo D,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18063,Superior,MinCovDet
CASE-24803,2022-01-22,2022-01-16,2022-01-01,Phone support was slow and didn’t fix my card issue.,negative,1,83,1,"Grupo E,Grupo J,Grupo B,Grupo C",4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24803,Superior,MinCovDet
CASE-20377,2024-05-13,2024-05-12,2024-05-01,Email support didn’t even read my message properly.,negative,1,79,1,"Grupo A,Grupo C,Grupo D,Grupo F,Grupo H",5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,CASE-20377,Superior,MinCovDet
CASE-23917,2024-10-21,2024-10-20,2024-10-01,The phone team didn’t solve my transfer problem.,negative,1,108,1,"Grupo G,Grupo E,Grupo J,Grupo A",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-23917,Superior,MinCovDet
CASE-27255,2023-07-13,2023-07-09,2023-07-01,Phone support was rude and disconnected me.,negative,2,2441,2,"Grupo D,Grupo G,Grupo I,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27255,Superior,MinCovDet
CASE-20005,2022-02-03,2022-01-30,2022-02-01,The phone agent hung up on me mid-conversation.,negative,2,3879,1,"Grupo A,Grupo D,Grupo F,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-20005,Superior,MinCovDet
CASE-18276,2024-10-14,2024-10-13,2024-10-01,The chatbot gave me nonsense answers all the time.,negative,2,53,1,"Grupo F,Grupo B,Grupo F,Grupo B",2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-18276,Superior,MinCovDet
CASE-24339,2024-01-15,2024-01-14,2024-01-01,The chatbot gave me outdated info about my fees.,negative,2,2875,2,"Grupo H,Grupo F,Grupo D,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-24339,Superior,MinCovDet
CASE-21287,2022-07-08,2022-07-03,2022-07-01,The email response was vague and unhelpful.,negative,1,6492,1,"Grupo H,Grupo F,Grupo G,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-21287,Superior,MinCovDet
CASE-26685,2024-02-27,2024-02-25,2024-02-01,The email response was late and irrelevant.,negative,1,59,1,"Grupo A,Grupo B,Grupo A,Grupo B",2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-26685,Superior,MinCovDet
CASE-27418,2023-05-09,2023-05-07,2023-05-01,The email response was sloppy and unclear.,negative,1,5900,1,"Grupo B,Grupo E,Grupo H",3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,CASE-27418,Superior,MinCovDet
