survey_id,employee_id,survey_date,satisfaction_score,response
1533,1587,2022-07-10,5,The company culture is great. Management really considers to our feedback.
1534,1229,2023-04-01,5,Our department has fantastic leadership and clear communication channels.
1535,1261,2023-01-05,4,Our department has fantastic leadership and clear communication channels.
1536,1926,2023-07-20,5,I feel appreciated in my position. The work-life balance is exceptional.
1537,1809,2022-06-11,4,The office culture is great. Management really responds to our feedback.
1538,1468,2023-09-28,3,The work environment is satisfactory. Some processes could be more efficient.
1539,1919,2024-12-15,4,The workplace culture is excellent. Management really considers to our feedback.
1540,1571,2024-01-27,5,I'm very satisfied with my role. The unit is helpful and provides exceptional opportunities.
1541,1947,2024-05-30,5,I feel recognized in my position. The work-life balance is excellent.
1542,1659,2024-12-06,3,The work environment is okay. Some processes could be more efficient.
1543,1184,2025-01-29,1,Company culture needs significant improvement. Morale is declining.
1544,1452,2023-01-06,2,Feeling exhausted and anxious due to high workload.
1545,1667,2019-02-01,5,The company culture is excellent. Management really acts on to our feedback.
1546,1825,2021-08-08,3,"Work-life balance is acceptable, though there's room for improvement."
1547,1764,2022-10-14,5,I'm very satisfied with my role. The unit is encouraging and provides excellent opportunities.
1548,1938,2024-04-22,4,I feel respected in my position. The work-life balance is excellent.
1549,1647,2024-10-31,2,Work-life balance is unacceptable. Too many overtime hours required.
1550,1614,2023-12-30,3,The work environment is okay. Some processes could be more efficient.
1551,1856,2017-08-15,4,superior benefits and compensation package. I feel well rewarded for my work.
1552,1027,2022-05-18,3,average satisfaction with my current role and responsibilities.
1553,1520,2025-04-30,4,The work environment culture is great. Management really considers to our feedback.
1554,1543,2024-10-06,5,I feel respected in my position. The work-life balance is superior.
1555,2000,2018-01-31,3,"The team dynamics are fine, but we could use more collaboration."
1556,1731,2021-08-20,4,Our department has outstanding leadership and clear communication channels.
1557,1249,2018-06-16,3,"Work-life balance is satisfactory, though there's room for improvement."
1558,1775,2022-11-11,5,I'm very satisfied with my role. The department is encouraging and provides exceptional opportunities.
1559,1478,2019-09-26,5,Our department has excellent leadership and clear communication channels.
1560,1072,2025-02-04,5,superior benefits and compensation package. I feel well rewarded for my work.
1561,1318,2021-12-17,3,"Work-life balance is satisfactory, though there's room for improvement."
1562,1208,2019-05-26,5,I feel recognized in my position. The work-life balance is excellent.
1563,1745,2020-01-20,4,The work environment culture is outstanding. Management really considers to our feedback.
1564,1095,2024-10-12,1,Limited growth opportunities and poor communication from management.
1565,1261,2020-04-06,4,I feel valued in my position. The work-life balance is wonderful.
1566,1412,2025-05-13,2,Limited growth opportunities and poor communication from management.
1567,1287,2023-06-22,4,excellent benefits and compensation package. I feel well rewarded for my work.
1568,1846,2024-12-30,5,Our department has fantastic leadership and clear communication channels.
1569,1574,2023-09-25,4,I'm very satisfied with my role. The team is supportive and provides wonderful opportunities.
1570,1436,2020-08-09,4,The work environment culture is great. Management really listens to our feedback.
1571,1469,2020-02-02,3,"Management is acceptable, but communication could be improved."
1572,1351,2017-12-12,3,typical satisfaction with my current role and responsibilities.
1573,1918,2021-09-21,5,excellent benefits and compensation package. I feel well rewarded for my work.
1574,1529,2025-04-18,3,moderate satisfaction with my current role and responsibilities.
1575,1067,2020-08-21,2,insufficient support and resources to perform effectively.
1576,1397,2025-04-12,3,"The team dynamics are alright, but we could use more collaboration."
1577,1547,2023-03-15,3,"Management is decent, but communication could be improved."
1578,1378,2021-01-24,1,poor support and resources to perform effectively.
1579,1528,2024-04-01,4,The work environment culture is fantastic. Management really responds to our feedback.
1580,1380,2021-08-09,4,I'm very satisfied with my role. The unit is supportive and provides superior opportunities.
1581,1227,2023-05-28,5,I feel appreciated in my position. The work-life balance is excellent.
1582,1708,2022-05-12,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1583,1018,2022-02-28,5,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1584,1653,2020-05-22,3,"Work-life balance is satisfactory, though there's room for improvement."
1585,1840,2024-09-23,5,The work environment culture is great. Management really listens to our feedback.
1586,1557,2025-04-16,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1587,1238,2020-03-24,4,The company culture is excellent. Management really acts on to our feedback.
1588,1896,2024-10-01,4,I'm very satisfied with my role. The department is encouraging and provides superior opportunities.
1589,1949,2020-07-08,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1590,1804,2023-05-14,4,I feel appreciated in my position. The work-life balance is wonderful.
1591,1733,2023-12-16,1,Limited growth opportunities and poor communication from management.
1592,1426,2025-05-16,3,"Work-life balance is tolerable, though there's room for improvement."
1593,1514,2023-06-06,5,I'm very satisfied with my role. The team is encouraging and provides wonderful opportunities.
1594,1630,2025-05-18,4,I feel appreciated in my position. The work-life balance is excellent.
1595,1727,2019-08-03,4,The work environment culture is outstanding. Management really responds to our feedback.
1596,1670,2024-10-05,4,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
1597,1641,2024-09-13,3,The work environment is reasonable. Some processes could be more efficient.
1598,1751,2024-02-13,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1599,1931,2023-03-07,3,The work environment is adequate. Some processes could be more efficient.
1600,1221,2021-08-03,3,"Management is fair, but communication could be improved."
1601,1537,2024-06-27,5,I feel recognized in my position. The work-life balance is wonderful.
1602,1339,2023-01-23,4,superior benefits and compensation package. I feel well rewarded for my work.
1603,1314,2023-09-01,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1604,1267,2018-08-17,4,I feel recognized in my position. The work-life balance is exceptional.
1605,1043,2022-07-24,5,I feel respected in my position. The work-life balance is exceptional.
1606,1833,2022-09-29,3,"The team dynamics are fine, but we could use more collaboration."
1607,1623,2016-06-06,4,The workplace culture is excellent. Management really acts on to our feedback.
1608,1430,2020-11-12,4,excellent benefits and compensation package. I feel well rewarded for my work.
1609,1246,2024-01-13,5,I feel recognized in my position. The work-life balance is wonderful.
1610,1232,2024-06-07,5,Our department has excellent leadership and clear communication channels.
1611,1326,2022-08-19,2,Work-life balance is awful. Too many overtime hours required.
1612,1513,2022-08-30,4,The workplace culture is excellent. Management really acts on to our feedback.
1613,1111,2023-12-31,4,I feel recognized in my position. The work-life balance is wonderful.
1614,1027,2022-02-07,3,"Management is fair, but communication could be improved."
1615,1462,2022-10-04,5,I feel respected in my position. The work-life balance is exceptional.
1616,1421,2016-05-04,5,The work environment culture is excellent. Management really responds to our feedback.
1617,1410,2025-04-10,2,Work-life balance is terrible. Too many overtime hours required.
1618,1740,2025-01-01,3,standard satisfaction with my current role and responsibilities.
1619,1378,2022-10-17,4,Our department has fantastic leadership and clear communication channels.
1620,1216,2015-11-04,1,Feeling overworked and pressured due to high workload.
1621,1204,2023-09-25,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1622,1118,2022-12-30,4,Our department has fantastic leadership and clear communication channels.
1623,1665,2022-10-15,4,Our department has excellent leadership and clear communication channels.
1624,1177,2020-08-11,3,The work environment is adequate. Some processes could be more efficient.
1625,1475,2020-03-26,3,"Work-life balance is tolerable, though there's room for improvement."
1626,1232,2022-12-15,5,superior benefits and compensation package. I feel well rewarded for my work.
1627,1423,2023-04-30,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1628,1193,2024-12-07,5,Our department has excellent leadership and clear communication channels.
1629,1244,2024-10-03,5,excellent benefits and compensation package. I feel well rewarded for my work.
1630,1669,2021-04-25,4,The office culture is excellent. Management really acts on to our feedback.
1631,1453,2023-10-16,5,The work environment culture is great. Management really listens to our feedback.
1632,1102,2025-02-05,2,Feeling exhausted and tense due to high workload.
1633,1266,2019-07-11,4,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
1634,1477,2022-05-23,3,typical satisfaction with my current role and responsibilities.
1635,1107,2022-09-03,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1636,1722,2021-08-25,4,Our department has great leadership and clear communication channels.
1637,1713,2021-08-03,5,The office culture is fantastic. Management really responds to our feedback.
1638,1139,2022-05-05,4,Our department has outstanding leadership and clear communication channels.
1639,1969,2022-10-06,4,I'm very satisfied with my role. The unit is supportive and provides superior opportunities.
1640,1337,2018-12-02,5,I'm very satisfied with my role. The department is encouraging and provides superior opportunities.
1641,1003,2019-12-21,3,average satisfaction with my current role and responsibilities.
1642,1503,2020-10-02,4,superior benefits and compensation package. I feel well rewarded for my work.
1643,1301,2023-07-06,4,I'm very satisfied with my role. The group is collaborative and provides wonderful opportunities.
1644,1351,2022-07-04,4,I'm very satisfied with my role. The unit is collaborative and provides superior opportunities.
1645,1786,2024-03-19,4,I'm very satisfied with my role. The team is collaborative and provides wonderful opportunities.
1646,1623,2019-11-04,3,standard satisfaction with my current role and responsibilities.
1647,1053,2020-04-16,4,I feel appreciated in my position. The work-life balance is wonderful.
1648,1636,2018-08-28,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1649,1002,2024-11-22,3,standard satisfaction with my current role and responsibilities.
1650,1927,2022-08-18,2,Work-life balance is unacceptable. Too many overtime hours required.
1651,1546,2024-07-21,1,Company culture needs significant improvement. Morale is poor.
1652,1641,2024-07-16,4,The workplace culture is fantastic. Management really responds to our feedback.
1653,1510,2023-03-31,5,superior benefits and compensation package. I feel well rewarded for my work.
1654,1828,2023-02-02,4,The workplace culture is excellent. Management really acts on to our feedback.
1655,1882,2024-02-05,2,Limited growth opportunities and lacking communication from management.
1656,1508,2024-04-17,5,superior benefits and compensation package. I feel well rewarded for my work.
1657,1885,2023-03-24,3,The work environment is satisfactory. Some processes could be more efficient.
1658,1869,2024-04-09,4,The workplace culture is outstanding. Management really listens to our feedback.
1659,1742,2023-11-05,5,superior benefits and compensation package. I feel well rewarded for my work.
1660,1481,2024-09-24,4,Our department has excellent leadership and clear communication channels.
1661,1152,2021-11-26,5,I'm very satisfied with my role. The group is encouraging and provides superior opportunities.
1662,1127,2021-09-15,3,"The team dynamics are average, but we could use more collaboration."
1663,1724,2024-05-08,2,Limited growth opportunities and lacking communication from management.
1664,1543,2024-11-01,4,Our department has outstanding leadership and clear communication channels.
1665,1641,2024-11-03,4,The workplace culture is fantastic. Management really acts on to our feedback.
1666,1232,2024-11-24,3,The work environment is satisfactory. Some processes could be more efficient.
1667,1584,2023-04-26,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1668,1763,2020-05-05,5,Our department has excellent leadership and clear communication channels.
1669,1596,2024-10-30,3,"The team dynamics are average, but we could use more collaboration."
1670,1771,2021-05-15,5,excellent benefits and compensation package. I feel well rewarded for my work.
1671,1710,2024-10-09,3,"The team dynamics are fine, but we could use more collaboration."
1672,1425,2023-04-22,4,Our department has fantastic leadership and clear communication channels.
1673,1648,2022-02-15,5,Our department has great leadership and clear communication channels.
1674,1544,2025-03-02,4,I'm very satisfied with my role. The group is encouraging and provides wonderful opportunities.
1675,1407,2024-08-26,5,The office culture is outstanding. Management really considers to our feedback.
1676,1085,2017-07-13,5,I'm very satisfied with my role. The department is supportive and provides excellent opportunities.
1677,1374,2016-12-30,5,I'm very satisfied with my role. The department is collaborative and provides wonderful opportunities.
1678,1226,2024-03-15,3,The work environment is okay. Some processes could be more efficient.
1679,1062,2023-01-26,1,Work-life balance is poor. Too many overtime hours required.
1680,1085,2016-10-07,5,The company culture is great. Management really considers to our feedback.
1681,1973,2023-11-22,4,excellent benefits and compensation package. I feel well rewarded for my work.
1682,1044,2022-09-06,5,Our department has great leadership and clear communication channels.
1683,1251,2024-10-21,3,The work environment is reasonable. Some processes could be more efficient.
1684,1805,2021-08-14,4,excellent benefits and compensation package. I feel well rewarded for my work.
1685,1733,2017-10-04,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1686,1205,2019-02-27,4,Our department has outstanding leadership and clear communication channels.
1687,1491,2023-01-31,4,I'm very satisfied with my role. The unit is helpful and provides excellent opportunities.
1688,1570,2018-06-03,2,Limited growth opportunities and lacking communication from management.
1689,1933,2022-06-01,2,insufficient support and resources to perform effectively.
1690,1690,2018-05-22,1,Work-life balance is poor. Too many overtime hours required.
1691,1382,2020-08-13,4,The work environment culture is great. Management really responds to our feedback.
1692,1218,2025-01-27,5,Our department has fantastic leadership and clear communication channels.
1693,1558,2020-02-04,5,Our department has great leadership and clear communication channels.
1694,1713,2021-07-05,1,Limited growth opportunities and inadequate communication from management.
1695,1429,2023-05-03,4,I feel recognized in my position. The work-life balance is wonderful.
1696,1589,2022-02-25,1,Feeling exhausted and stressed due to high workload.
1697,1977,2016-11-08,5,excellent benefits and compensation package. I feel well rewarded for my work.
1698,1136,2019-09-05,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1699,1050,2022-08-30,5,I'm very satisfied with my role. The unit is encouraging and provides wonderful opportunities.
1700,1319,2025-01-25,5,The work environment culture is fantastic. Management really responds to our feedback.
1701,1142,2018-02-02,3,"Management is fair, but communication could be improved."
1702,1352,2024-10-20,5,Our department has outstanding leadership and clear communication channels.
1703,1330,2020-09-27,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1704,1474,2025-03-18,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1705,1171,2019-10-06,5,I feel respected in my position. The work-life balance is exceptional.
1706,1849,2025-04-23,1,insufficient support and resources to perform effectively.
1707,1531,2020-04-11,5,I feel appreciated in my position. The work-life balance is excellent.
1708,1732,2020-11-20,4,I'm very satisfied with my role. The unit is supportive and provides exceptional opportunities.
1709,1681,2024-05-26,5,The workplace culture is great. Management really considers to our feedback.
1710,1705,2024-05-19,5,I feel recognized in my position. The work-life balance is exceptional.
1711,1387,2019-12-19,5,The workplace culture is fantastic. Management really listens to our feedback.
1712,1262,2021-02-17,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1713,1486,2020-09-04,3,"The team dynamics are fine, but we could use more collaboration."
1714,1844,2025-03-15,5,Our department has fantastic leadership and clear communication channels.
1715,1517,2015-07-18,4,I'm very satisfied with my role. The unit is supportive and provides excellent opportunities.
1716,1200,2018-09-20,5,I feel respected in my position. The work-life balance is wonderful.
1717,1863,2022-12-21,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1718,1006,2022-10-03,1,Feeling exhausted and tense due to high workload.
1719,1761,2018-01-07,5,The work environment culture is excellent. Management really listens to our feedback.
1720,1193,2018-06-28,5,The workplace culture is fantastic. Management really responds to our feedback.
1721,1949,2023-04-15,4,I'm very satisfied with my role. The department is supportive and provides superior opportunities.
1722,1667,2017-05-25,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1723,1136,2022-12-20,3,"The team dynamics are average, but we could use more collaboration."
1724,1424,2024-03-09,4,The office culture is outstanding. Management really listens to our feedback.
1725,1652,2022-04-13,3,The work environment is adequate. Some processes could be more efficient.
1726,1065,2024-11-30,5,The workplace culture is fantastic. Management really listens to our feedback.
1727,1708,2023-08-06,4,The work environment culture is excellent. Management really considers to our feedback.
1728,1757,2018-08-21,4,I feel valued in my position. The work-life balance is excellent.
1729,1157,2024-08-20,5,I'm very satisfied with my role. The unit is collaborative and provides exceptional opportunities.
1730,1203,2023-12-20,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1731,1905,2022-02-19,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1732,1533,2025-01-25,4,The office culture is excellent. Management really responds to our feedback.
1733,1717,2022-08-06,2,Limited growth opportunities and poor communication from management.
1734,1556,2017-11-25,5,The company culture is excellent. Management really acts on to our feedback.
1735,1150,2020-06-26,5,I feel valued in my position. The work-life balance is superior.
1736,1411,2020-07-01,3,"Work-life balance is acceptable, though there's room for improvement."
1737,1593,2025-01-28,1,Company culture needs significant improvement. Morale is declining.
1738,1404,2023-07-30,4,The office culture is fantastic. Management really listens to our feedback.
1739,1727,2021-04-09,4,I'm very satisfied with my role. The unit is helpful and provides exceptional opportunities.
1740,1206,2024-01-17,5,Our department has great leadership and clear communication channels.
1741,1128,2023-09-21,4,Our department has fantastic leadership and clear communication channels.
1742,1721,2024-06-12,3,standard satisfaction with my current role and responsibilities.
1743,1317,2024-11-11,4,I'm very satisfied with my role. The unit is encouraging and provides superior opportunities.
1744,1178,2023-10-13,4,I feel respected in my position. The work-life balance is excellent.
1745,1517,2015-08-23,3,"Work-life balance is manageable, though there's room for improvement."
1746,1104,2024-05-04,5,excellent benefits and compensation package. I feel well rewarded for my work.
1747,1394,2024-07-04,3,"Work-life balance is acceptable, though there's room for improvement."
1748,1907,2023-05-01,4,Our department has excellent leadership and clear communication channels.
1749,1707,2023-01-10,5,superior benefits and compensation package. I feel well rewarded for my work.
1750,1294,2022-02-15,2,poor support and resources to perform effectively.
1751,1445,2023-05-05,5,I feel recognized in my position. The work-life balance is wonderful.
1752,1901,2025-01-26,3,"Management is acceptable, but communication could be improved."
1753,1717,2023-11-14,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1754,1224,2018-09-06,3,"The team dynamics are alright, but we could use more collaboration."
1755,1978,2024-10-09,5,excellent benefits and compensation package. I feel well rewarded for my work.
1756,1922,2024-09-08,4,The workplace culture is excellent. Management really acts on to our feedback.
1757,1751,2025-03-24,5,I'm very satisfied with my role. The unit is supportive and provides wonderful opportunities.
1758,1523,2018-07-15,2,Feeling exhausted and pressured due to high workload.
1759,1389,2023-07-29,3,"Work-life balance is tolerable, though there's room for improvement."
1760,1354,2023-12-17,4,The workplace culture is great. Management really considers to our feedback.
1761,1151,2023-08-30,5,Our department has excellent leadership and clear communication channels.
1762,1847,2023-12-19,3,moderate satisfaction with my current role and responsibilities.
1763,1336,2025-05-20,1,Feeling overworked and pressured due to high workload.
1764,1401,2025-03-03,4,I feel respected in my position. The work-life balance is exceptional.
1765,1334,2016-09-20,4,The company culture is great. Management really acts on to our feedback.
1766,1447,2021-01-27,3,"Management is moderate, but communication could be improved."
1767,1566,2020-07-20,3,"Management is decent, but communication could be improved."
1768,1804,2023-04-13,1,Company culture needs significant improvement. Morale is low.
1769,1220,2021-07-24,4,The office culture is excellent. Management really listens to our feedback.
1770,1560,2021-10-29,3,The work environment is okay. Some processes could be more efficient.
1771,1441,2020-11-18,3,"Work-life balance is tolerable, though there's room for improvement."
1772,1910,2018-06-29,4,Our department has excellent leadership and clear communication channels.
1773,1952,2022-06-07,4,I'm very satisfied with my role. The department is supportive and provides wonderful opportunities.
1774,1171,2019-12-11,3,typical satisfaction with my current role and responsibilities.
1775,1191,2022-11-14,4,I feel respected in my position. The work-life balance is wonderful.
1776,1569,2018-10-02,5,Our department has fantastic leadership and clear communication channels.
1777,1026,2024-11-23,3,The work environment is satisfactory. Some processes could be more efficient.
1778,1661,2022-12-03,3,"Work-life balance is manageable, though there's room for improvement."
1779,1497,2024-11-14,4,Our department has excellent leadership and clear communication channels.
1780,1836,2025-03-18,4,The work environment culture is excellent. Management really considers to our feedback.
1781,1543,2024-07-18,5,Our department has excellent leadership and clear communication channels.
1782,1646,2018-10-05,3,"The team dynamics are alright, but we could use more collaboration."
1783,1393,2020-05-10,4,The work environment culture is excellent. Management really responds to our feedback.
1784,1324,2016-05-02,2,Work-life balance is poor. Too many overtime hours required.
1785,1015,2022-12-08,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1786,1102,2025-04-20,5,Our department has excellent leadership and clear communication channels.
1787,1379,2024-07-01,5,Our department has great leadership and clear communication channels.
1788,1611,2018-05-10,4,Our department has excellent leadership and clear communication channels.
1789,1818,2023-12-30,4,Our department has excellent leadership and clear communication channels.
1790,1069,2020-11-04,5,The company culture is outstanding. Management really listens to our feedback.
1791,1268,2024-11-08,5,excellent benefits and compensation package. I feel well rewarded for my work.
1792,1909,2025-03-20,5,I'm very satisfied with my role. The unit is helpful and provides wonderful opportunities.
1793,1511,2024-01-17,5,The work environment culture is fantastic. Management really acts on to our feedback.
1794,1274,2024-01-13,5,I'm very satisfied with my role. The group is helpful and provides excellent opportunities.
1795,1424,2025-04-22,1,Work-life balance is unacceptable. Too many overtime hours required.
1796,1183,2025-03-05,3,"The team dynamics are standard, but we could use more collaboration."
1797,1018,2018-12-10,5,The company culture is great. Management really responds to our feedback.
1798,1903,2022-02-25,1,Work-life balance is unacceptable. Too many overtime hours required.
1799,1295,2025-01-29,5,Our department has outstanding leadership and clear communication channels.
1800,1572,2019-09-29,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1801,1662,2025-03-31,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1802,1163,2025-05-21,4,I feel appreciated in my position. The work-life balance is excellent.
1803,1158,2018-10-21,2,poor support and resources to perform effectively.
1804,1642,2024-10-15,5,I'm very satisfied with my role. The group is supportive and provides superior opportunities.
1805,1227,2022-10-14,4,The workplace culture is excellent. Management really considers to our feedback.
1806,1303,2023-06-26,3,"Management is acceptable, but communication could be improved."
1807,1222,2016-06-19,5,The workplace culture is fantastic. Management really listens to our feedback.
1808,1308,2025-01-01,5,Our department has excellent leadership and clear communication channels.
1809,1128,2018-10-18,4,I'm very satisfied with my role. The group is supportive and provides wonderful opportunities.
1810,1309,2025-05-02,4,Our department has fantastic leadership and clear communication channels.
1811,1611,2018-08-03,3,"Work-life balance is satisfactory, though there's room for improvement."
1812,1908,2020-04-27,5,superior benefits and compensation package. I feel well rewarded for my work.
1813,1999,2023-06-28,4,The work environment culture is outstanding. Management really considers to our feedback.
1814,1783,2025-03-09,3,"Management is acceptable, but communication could be improved."
1815,1917,2025-04-05,1,Limited growth opportunities and inadequate communication from management.
1816,1894,2025-03-16,5,The company culture is outstanding. Management really acts on to our feedback.
1817,1951,2025-03-16,3,"Management is decent, but communication could be improved."
1818,1256,2025-01-22,4,Our department has fantastic leadership and clear communication channels.
1819,1117,2016-04-15,4,The company culture is outstanding. Management really responds to our feedback.
1820,1068,2025-01-21,4,I'm very satisfied with my role. The unit is supportive and provides wonderful opportunities.
1821,1063,2018-09-08,5,excellent benefits and compensation package. I feel well rewarded for my work.
1822,1777,2021-06-18,3,"Work-life balance is satisfactory, though there's room for improvement."
1823,1179,2024-03-07,4,excellent benefits and compensation package. I feel well rewarded for my work.
1824,1390,2021-11-10,5,Our department has fantastic leadership and clear communication channels.
1825,1085,2016-12-17,4,Our department has outstanding leadership and clear communication channels.
1826,1827,2024-07-18,5,I'm very satisfied with my role. The team is encouraging and provides excellent opportunities.
1827,1912,2019-04-21,3,standard satisfaction with my current role and responsibilities.
1828,1388,2022-05-09,3,The work environment is adequate. Some processes could be more efficient.
1829,1264,2020-01-11,2,insufficient support and resources to perform effectively.
1830,1700,2024-11-27,5,The work environment culture is outstanding. Management really listens to our feedback.
1831,1270,2022-11-15,5,I feel appreciated in my position. The work-life balance is superior.
1832,1470,2021-07-12,5,I'm very satisfied with my role. The department is collaborative and provides superior opportunities.
1833,1939,2022-03-22,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1834,1200,2018-05-04,4,The office culture is excellent. Management really considers to our feedback.
1835,1775,2024-12-19,4,I'm very satisfied with my role. The group is encouraging and provides excellent opportunities.
1836,1793,2024-02-27,2,Work-life balance is awful. Too many overtime hours required.
1837,1062,2024-09-05,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1838,1690,2018-09-18,4,Our department has great leadership and clear communication channels.
1839,1727,2022-05-12,4,I feel respected in my position. The work-life balance is excellent.
1840,1030,2021-11-29,5,I'm very satisfied with my role. The department is supportive and provides wonderful opportunities.
1841,1357,2025-02-24,4,I'm very satisfied with my role. The department is helpful and provides superior opportunities.
1842,1772,2022-03-18,2,Feeling overwhelmed and stressed due to high workload.
1843,1362,2021-11-17,5,I feel valued in my position. The work-life balance is superior.
1844,1069,2025-05-13,3,"Management is fair, but communication could be improved."
1845,1482,2021-01-12,4,I'm very satisfied with my role. The team is helpful and provides wonderful opportunities.
1846,1994,2023-08-30,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1847,1407,2024-03-03,3,moderate satisfaction with my current role and responsibilities.
1848,1761,2021-01-26,1,Limited growth opportunities and lacking communication from management.
1849,1185,2024-01-14,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1850,1928,2021-12-26,5,Our department has great leadership and clear communication channels.
1851,1514,2021-09-06,3,The work environment is reasonable. Some processes could be more efficient.
1852,1667,2022-09-26,4,I feel valued in my position. The work-life balance is superior.
1853,1544,2022-11-18,5,I feel appreciated in my position. The work-life balance is wonderful.
1854,1928,2023-09-29,4,The work environment culture is great. Management really responds to our feedback.
1855,1152,2022-07-02,5,excellent benefits and compensation package. I feel well rewarded for my work.
1856,1205,2019-09-08,1,Company culture needs significant improvement. Morale is poor.
1857,1077,2020-07-07,3,standard satisfaction with my current role and responsibilities.
1858,1837,2017-12-22,3,"The team dynamics are alright, but we could use more collaboration."
1859,1155,2024-12-06,3,"Work-life balance is manageable, though there's room for improvement."
1860,1599,2021-11-30,3,"The team dynamics are standard, but we could use more collaboration."
1861,1636,2021-04-09,4,The company culture is excellent. Management really listens to our feedback.
1862,1792,2025-03-04,4,The office culture is outstanding. Management really acts on to our feedback.
1863,1065,2024-03-13,5,The workplace culture is excellent. Management really acts on to our feedback.
1864,1361,2021-01-01,5,The company culture is excellent. Management really listens to our feedback.
1865,1287,2024-11-30,4,The work environment culture is outstanding. Management really acts on to our feedback.
1866,1161,2023-10-03,5,Our department has outstanding leadership and clear communication channels.
1867,1357,2025-01-11,5,I feel valued in my position. The work-life balance is exceptional.
1868,1137,2023-10-04,4,I'm very satisfied with my role. The team is supportive and provides superior opportunities.
1869,1798,2022-12-29,5,The work environment culture is fantastic. Management really responds to our feedback.
1870,1855,2024-03-30,3,"Management is acceptable, but communication could be improved."
1871,1251,2023-11-06,4,Our department has outstanding leadership and clear communication channels.
1872,1285,2024-01-15,5,I'm very satisfied with my role. The group is encouraging and provides excellent opportunities.
1873,1462,2022-04-03,5,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1874,1872,2018-12-24,4,I feel respected in my position. The work-life balance is excellent.
1875,1425,2022-10-16,2,Work-life balance is terrible. Too many overtime hours required.
1876,1068,2025-03-01,5,Our department has outstanding leadership and clear communication channels.
1877,1749,2024-12-06,5,excellent benefits and compensation package. I feel well rewarded for my work.
1878,1752,2022-08-30,4,excellent benefits and compensation package. I feel well rewarded for my work.
1879,1833,2023-04-08,3,"The team dynamics are standard, but we could use more collaboration."
1880,1134,2021-06-26,4,superior benefits and compensation package. I feel well rewarded for my work.
1881,1703,2024-12-04,3,"Work-life balance is acceptable, though there's room for improvement."
1882,1574,2023-11-22,5,Our department has outstanding leadership and clear communication channels.
1883,1401,2024-02-29,4,Our department has outstanding leadership and clear communication channels.
1884,1314,2023-10-18,5,I'm very satisfied with my role. The group is collaborative and provides wonderful opportunities.
1885,1519,2019-01-21,5,I feel respected in my position. The work-life balance is superior.
1886,1843,2021-08-19,4,superior benefits and compensation package. I feel well rewarded for my work.
1887,1515,2020-01-28,2,Feeling overworked and tense due to high workload.
1888,1867,2022-07-07,3,"Management is decent, but communication could be improved."
1889,1341,2023-03-14,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1890,1104,2020-11-12,5,I'm very satisfied with my role. The group is collaborative and provides excellent opportunities.
1891,1590,2025-01-13,5,I'm very satisfied with my role. The department is collaborative and provides superior opportunities.
1892,1709,2024-10-26,3,"The team dynamics are alright, but we could use more collaboration."
1893,1564,2024-07-25,5,excellent benefits and compensation package. I feel well rewarded for my work.
1894,1229,2023-12-05,5,Our department has great leadership and clear communication channels.
1895,1082,2018-11-07,5,The company culture is excellent. Management really considers to our feedback.
1896,1935,2023-11-23,4,I feel valued in my position. The work-life balance is wonderful.
1897,1387,2021-09-02,5,The company culture is outstanding. Management really listens to our feedback.
1898,1725,2024-02-14,5,superior benefits and compensation package. I feel well rewarded for my work.
1899,1165,2024-03-28,5,The company culture is excellent. Management really considers to our feedback.
1900,1910,2023-01-08,4,I feel appreciated in my position. The work-life balance is wonderful.
1901,1229,2023-12-01,4,I'm very satisfied with my role. The department is collaborative and provides exceptional opportunities.
1902,1853,2022-12-13,5,I feel appreciated in my position. The work-life balance is excellent.
