CASE ID;Date;Start of Week;Start of Month;TRANSLATED COMMENTS;Feeling;FEEL;CHANNEL;RESOLUTION TIME (min);CSAT Rating Received;CLASSIFICATION;RESOLVED IN SLA;FIRST TOUCH RESOLUTION;Group Name History;Groups;Total Groups;CSAT Rated Group Name;ISSUE CLASSIFICATION
CASE-1852;2025-03-09;2025-03-09;2025-03-01;The email team didn’t care about my problem.;negative;negative;email;3244;1;DETRACTOR;0;0;Grupo E,Grupo G;2;2;Grupo G;Login Problems
CASE-1912;2023-11-26;2023-11-26;2023-11-01;Email support made resolving my issue so easy.;positive;positive;email;565;4;PROMOTER;1;1;Grupo H,Grupo B,Grupo E;3;3;Grupo E;Payment Issues
CASE-1447;2025-11-19;2025-11-16;2025-11-01;The phone agent was unhelpful with my fees.;negative;negative;chatbot;36;1;DETRACTOR;0;0;Grupo A,Grupo I,Grupo J,Grupo J,Grupo F;4;5;Grupo F;Payment Issues
CASE-1802;2025-10-05;2025-10-05;2025-10-01;The email response was thorough and polite.;positive;positive;email;227;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-1548;2024-12-07;2024-12-01;2024-12-01;The chatbot made paying my bill so easy and fast.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-1220;2023-05-17;2023-05-14;2023-05-01;Email support didn’t even read my message properly.;negative;negative;email;3260;1;DETRACTOR;0;0;Grupo I,Grupo B,Grupo H;3;3;Grupo H;Fees Inquiry
CASE-1482;2023-10-07;2023-10-01;2023-10-01;Email support was polite and answered all my questions.;positive;positive;email;165;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Fees Inquiry
CASE-1078;2025-09-04;2025-08-31;2025-09-01;The phone agent didn’t even try to assist me.;negative;negative;chatbot;79;2;DETRACTOR;0;0;Grupo G,Grupo E,Grupo D;3;3;Grupo D;Payment Issues
CASE-1116;2023-05-10;2023-05-07;2023-05-01;The phone team resolved my overdraft issue professionally.;positive;positive;phone;29;4;PROMOTER;1;1;Grupo J,Grupo D;2;2;Grupo D;Account Setup
CASE-1055;2025-03-05;2025-03-02;2025-03-01;The email team sent a reply that solved nothing.;negative;negative;phone;220;1;DETRACTOR;0;0;Grupo D,Grupo B,Grupo I,Grupo B;3;4;Grupo B;Payment Issues
CASE-1821;2025-01-10;2025-01-05;2025-01-01;The phone agent refused to escalate my issue.;negative;negative;chatbot;80;2;DETRACTOR;0;0;Grupo A,Grupo G,Grupo D;3;3;Grupo D;Login Problems
CASE-1032;2025-12-25;2025-12-21;2025-12-01;The email team sent me a reply that made no sense.;negative;negative;email;3760;2;DETRACTOR;0;1;Grupo C,Grupo A,Grupo D,Grupo F;4;4;Grupo F;Loan Inquiry
CASE-1501;2024-09-28;2024-09-22;2024-09-01;The phone agent was fine, nothing remarkable.;neutral;neutral;phone;30;3;DETRACTOR;1;1;Grupo F,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-1988;2024-07-01;2024-06-30;2024-07-01;The email response was professional and to the point.;positive;positive;email;114;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-1986;2023-07-30;2023-07-30;2023-07-01;The chatbot failed to process my payment request.;negative;negative;email;1716;1;DETRACTOR;0;0;Grupo B,Grupo G,Grupo G,Grupo F;3;4;Grupo F;Account Setup
CASE-1313;2024-10-14;2024-10-13;2024-10-01;The phone agent fixed my issue with a great attitude.;positive;positive;phone;15;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Login Problems
CASE-1240;2023-08-01;2023-07-30;2023-08-01;The email response was late and irrelevant.;negative;negative;phone;177;1;DETRACTOR;0;0;Grupo H,Grupo A,Grupo E,Grupo C;4;4;Grupo C;Transaction Error
CASE-1649;2023-09-21;2023-09-17;2023-09-01;The chatbot made paying my bill so easy and fast.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;General Inquiry
CASE-1216;2023-06-06;2023-06-04;2023-06-01;The chatbot couldn’t help with my card replacement.;negative;negative;phone;30;1;DETRACTOR;1;0;Grupo F,Grupo C,Grupo A,Grupo J,Grupo C;4;5;Grupo C;General Inquiry
CASE-1642;2024-09-18;2024-09-15;2024-09-01;The chatbot answered my mortgage question accurately.;positive;positive;email;236;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-1628;2025-05-18;2025-05-18;2025-05-01;The chatbot saved me so much time with my transaction query.;positive;positive;email;240;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-1148;2023-09-20;2023-09-17;2023-09-01;The chatbot helped me track my transaction effortlessly.;positive;positive;phone;11;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1717;2025-03-08;2025-03-02;2025-03-01;The chatbot was quick to assist with my transfer request.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo J,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-1972;2025-02-23;2025-02-23;2025-02-01;Phone support made me feel confident about my banking.;positive;positive;email;146;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-1301;2025-11-13;2025-11-09;2025-11-01;The chatbot answered my loan question in seconds.;positive;positive;email;483;4;PROMOTER;1;1;Grupo I,Grupo I,Grupo C;2;3;Grupo C;General Inquiry
CASE-1979;2023-01-12;2023-01-08;2023-01-01;Phone support made me feel confident about my banking.;positive;positive;phone;7;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-1558;2023-01-16;2023-01-15;2023-01-01;The email team provided a clear and quick solution.;positive;positive;chatbot;4;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Card Issues
CASE-1660;2023-01-11;2023-01-08;2023-01-01;The email team helped me update my contact info effortlessly.;positive;positive;email;460;4;PROMOTER;1;0;Grupo D,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-1237;2025-06-23;2025-06-22;2025-06-01;The agent on the phone explained my mortgage options clearly.;positive;positive;phone;6;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-1530;2024-12-05;2024-12-01;2024-12-01;The chatbot failed to process my savings request.;negative;negative;email;2804;1;DETRACTOR;0;1;Grupo G,Grupo D,Grupo F;3;3;Grupo F;Transaction Error
CASE-1396;2025-04-16;2025-04-13;2025-04-01;The chatbot was quick to assist with my card issue.;positive;positive;email;139;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-1727;2024-05-27;2024-05-26;2024-05-01;The email response was late and full of errors.;negative;negative;phone;101;1;DETRACTOR;0;0;Grupo D,Grupo H;2;2;Grupo H;Login Problems
CASE-1121;2023-11-21;2023-11-19;2023-11-01;Email support didn’t even read my message properly.;negative;negative;email;1805;1;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Login Problems
CASE-1164;2024-12-06;2024-12-01;2024-12-01;The chatbot kept crashing when I needed help.;negative;negative;email;3100;1;DETRACTOR;0;0;Grupo J,Grupo F,Grupo E;3;3;Grupo E;Transaction Error
CASE-1960;2025-05-09;2025-05-04;2025-05-01;Email support was decent, met expectations.;neutral;neutral;email;348;3;DETRACTOR;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-1904;2023-05-09;2023-05-07;2023-05-01;Email support was reliable and resolved my concern.;positive;positive;email;233;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-1092;2024-08-30;2024-08-25;2024-08-01;The chatbot was alright with my account setup.;neutral;neutral;phone;23;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1592;2024-04-10;2024-04-07;2024-04-01;Email support was okay, not impressive.;neutral;neutral;email;3247;3;DETRACTOR;0;0;Grupo G,Grupo D,Grupo C;3;3;Grupo C;General Inquiry
CASE-1265;2024-06-15;2024-06-09;2024-06-01;Email support was reliable and resolved my concern.;positive;positive;phone;8;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-1166;2023-08-19;2023-08-13;2023-08-01;The chatbot quickly helped me reset my password.;positive;positive;chatbot;6;5;PROMOTER;1;1;Grupo A,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-1851;2024-03-23;2024-03-17;2024-03-01;The chatbot was quick to assist with my payment query.;positive;positive;chatbot;9;5;PROMOTER;1;1;Grupo H,Grupo E;2;2;Grupo E;Account Setup
CASE-1521;2023-01-25;2023-01-22;2023-01-01;The chatbot crashed when I tried to check my balance.;negative;negative;phone;60;1;DETRACTOR;0;0;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-1818;2025-12-29;2025-12-28;2025-12-01;The phone team was okay, nothing standout.;neutral;neutral;email;858;4;PROMOTER;1;0;Grupo E;1;1;Grupo E;Login Problems
CASE-1371;2023-07-10;2023-07-09;2023-07-01;The chatbot handled my payment query perfectly.;positive;positive;email;179;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-1556;2023-01-29;2023-01-29;2023-01-01;The email response was professional and to the point.;positive;positive;chatbot;2;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1474;2024-08-13;2024-08-11;2024-08-01;Phone support was slow and didn’t fix my card issue.;negative;negative;email;3549;1;DETRACTOR;0;1;Grupo G,Grupo G,Grupo C;2;3;Grupo C;Card Issues
CASE-1480;2024-10-26;2024-10-20;2024-10-01;The phone agent helped me set up alerts with ease.;positive;positive;email;365;5;PROMOTER;1;0;Grupo E,Grupo E,Grupo J;2;3;Grupo J;Card Issues
CASE-1437;2024-03-06;2024-03-03;2024-03-01;The chatbot made checking my interest rates so simple.;positive;positive;chatbot;1;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1574;2024-11-28;2024-11-24;2024-11-01;The phone agent was clueless about my account.;negative;negative;email;3150;2;DETRACTOR;0;1;Grupo A,Grupo E,Grupo E;2;3;Grupo E;Payment Issues
CASE-1741;2025-04-19;2025-04-13;2025-04-01;The phone agent didn’t know basic banking info.;negative;negative;phone;57;1;DETRACTOR;0;1;Grupo A,Grupo C,Grupo B,Grupo F;4;4;Grupo F;Card Issues
CASE-1949;2024-11-03;2024-11-03;2024-11-01;The agent on the phone explained my mortgage options clearly.;positive;positive;email;237;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Payment Issues
CASE-1238;2023-09-26;2023-09-24;2023-09-01;The support team over the phone was incredibly helpful.;positive;positive;chatbot;2;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-1094;2023-06-07;2023-06-04;2023-06-01;Phone support made me feel confident about my banking.;positive;positive;email;240;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-1333;2023-04-07;2023-04-02;2023-04-01;Email support was reliable and resolved my concern.;positive;positive;email;238;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-1230;2025-03-09;2025-03-09;2025-03-01;The chatbot was quick to assist with my card issue.;positive;positive;chatbot;1;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-1941;2023-03-26;2023-03-26;2023-03-01;The chatbot handled my payment query perfectly.;positive;positive;chatbot;4;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-1388;2024-07-28;2024-07-28;2024-07-01;The email response was late and full of errors.;negative;negative;chatbot;68;1;DETRACTOR;0;1;Grupo D,Grupo H,Grupo F,Grupo J;4;4;Grupo J;Loan Inquiry
CASE-1975;2025-03-06;2025-03-02;2025-03-01;The email response was professional and to the point.;positive;positive;email;129;5;PROMOTER;1;0;Grupo C,Grupo D;2;2;Grupo D;Payment Issues
CASE-1140;2025-03-16;2025-03-16;2025-03-01;The chatbot was okay, assisted me eventually.;neutral;neutral;chatbot;28;3;DETRACTOR;0;0;Grupo E,Grupo E;1;2;Grupo E;Balance Inquiry
CASE-1355;2024-08-31;2024-08-25;2024-08-01;The chatbot gave me nonsense answers all the time.;negative;negative;phone;212;2;DETRACTOR;0;0;Grupo I,Grupo J,Grupo F,Grupo J,Grupo C;4;5;Grupo C;Loan Inquiry
CASE-1338;2023-02-14;2023-02-12;2023-02-01;The chatbot gave me incorrect balance info.;negative;negative;chatbot;41;2;DETRACTOR;0;1;Grupo F,Grupo J;2;2;Grupo J;Payment Issues
CASE-1585;2025-10-27;2025-10-26;2025-10-01;The email team sent a reply that solved nothing.;negative;negative;phone;137;2;DETRACTOR;0;0;Grupo I,Grupo C,Grupo D,Grupo I;3;4;Grupo I;Loan Inquiry
CASE-1752;2025-07-20;2025-07-20;2025-07-01;The phone team was unprofessional and unhelpful.;negative;negative;chatbot;10;1;DETRACTOR;1;0;Grupo G,Grupo I;2;2;Grupo I;Login Problems
CASE-1809;2023-10-31;2023-10-29;2023-10-01;I love how efficient the phone support was today!;positive;positive;phone;14;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1035;2023-05-09;2023-05-07;2023-05-01;Phone support was disrespectful and unhelpful.;negative;negative;phone;54;2;DETRACTOR;0;0;Grupo C,Grupo D,Grupo G;3;3;Grupo G;Login Problems
CASE-1771;2023-03-30;2023-03-26;2023-03-01;The phone team wasted my time with no solution.;negative;negative;email;4086;2;DETRACTOR;0;0;Grupo I;1;1;Grupo I;Card Issues
CASE-1356;2024-02-28;2024-02-25;2024-02-01;The chatbot helped me with my savings goal easily.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Transaction Error
CASE-1936;2023-10-09;2023-10-08;2023-10-01;Email support took days to reply, terrible service!;negative;negative;email;3965;2;DETRACTOR;0;0;Grupo J,Grupo B,Grupo G;3;3;Grupo G;Transaction Error
CASE-1430;2023-06-19;2023-06-18;2023-06-01;The chatbot failed to process my payment request.;negative;negative;chatbot;48;2;DETRACTOR;0;0;Grupo G,Grupo I,Grupo I,Grupo I;2;4;Grupo I;Card Issues
CASE-1293;2024-11-12;2024-11-10;2024-11-01;Phone support was average, got my issue fixed.;neutral;neutral;chatbot;6;3;DETRACTOR;1;0;Grupo A;1;1;Grupo A;Card Issues
CASE-1706;2023-06-24;2023-06-18;2023-06-01;Email support was fast and gave me all the info I needed.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo A,Grupo A,Grupo A;1;3;Grupo A;General Inquiry
CASE-1031;2023-10-27;2023-10-22;2023-10-01;Email support was fast and fixed my login issue.;positive;positive;email;141;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-1446;2023-12-27;2023-12-24;2023-12-01;Phone support was the worst I’ve ever experienced.;negative;negative;chatbot;77;1;DETRACTOR;0;0;Grupo F,Grupo H,Grupo I;3;3;Grupo I;Fraud Report
CASE-1390;2023-09-22;2023-09-17;2023-09-01;I had a wonderful experience opening my account via phone.;positive;positive;phone;15;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-1414;2025-12-06;2025-11-30;2025-12-01;Phone support was a disaster, they made it worse!;negative;negative;email;1887;1;DETRACTOR;0;0;Grupo D,Grupo C,Grupo B;3;3;Grupo B;Login Problems
CASE-1470;2023-01-27;2023-01-22;2023-01-01;The phone team was professional and handled my request well.;positive;positive;email;196;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;General Inquiry
CASE-1547;2025-05-24;2025-05-18;2025-05-01;Email support was spot on, they fixed my login problem quickly.;positive;positive;email;221;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1428;2024-10-30;2024-10-27;2024-10-01;Phone support was outstanding and very helpful.;positive;positive;email;186;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-1290;2025-08-08;2025-08-03;2025-08-01;Email support was slow and totally useless.;negative;negative;phone;103;2;DETRACTOR;0;1;Grupo A,Grupo J;2;2;Grupo J;Payment Issues
CASE-1759;2025-09-06;2025-08-31;2025-09-01;Phone support was rude and disconnected me.;negative;negative;chatbot;136;1;DETRACTOR;0;0;Grupo B,Grupo A,Grupo D,Grupo A,Grupo B;3;5;Grupo B;Payment Issues
CASE-1597;2023-10-01;2023-10-01;2023-10-01;The email team didn’t care about my problem.;negative;negative;chatbot;30;2;DETRACTOR;0;0;Grupo G,Grupo F,Grupo B;3;3;Grupo B;Fraud Report
CASE-1058;2024-07-16;2024-07-14;2024-07-01;The email response was rude and dismissive.;negative;negative;chatbot;33;1;DETRACTOR;0;1;Grupo G,Grupo H;2;2;Grupo H;Account Setup
CASE-1327;2024-05-31;2024-05-26;2024-05-01;The chatbot made banking so convenient, I love it!;positive;positive;phone;9;4;PROMOTER;1;1;Grupo F,Grupo F;1;2;Grupo F;Card Issues
CASE-1493;2025-07-17;2025-07-13;2025-07-01;The chatbot gave me useless info about my card.;negative;negative;email;1488;1;DETRACTOR;0;1;Grupo A,Grupo A,Grupo C,Grupo A;2;4;Grupo A;Fraud Report
CASE-1359;2023-05-08;2023-05-07;2023-05-01;The phone representative was unhelpful and impatient.;negative;negative;email;3191;2;DETRACTOR;0;0;Grupo G,Grupo C,Grupo D,Grupo A;4;4;Grupo A;Payment Issues
CASE-1834;2023-03-09;2023-03-05;2023-03-01;Phone support was awful, they ignored my problem.;negative;negative;chatbot;106;1;DETRACTOR;0;1;Grupo A,Grupo G,Grupo F,Grupo F;3;4;Grupo F;Fraud Report
CASE-1138;2024-08-29;2024-08-25;2024-08-01;The agent was very helpful and resolved my issue quickly.;positive;positive;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-1013;2024-11-14;2024-11-10;2024-11-01;The phone agent was okay, did the job.;neutral;neutral;chatbot;24;4;PROMOTER;0;1;Grupo B,Grupo B;1;2;Grupo B;Card Issues
CASE-1537;2025-05-15;2025-05-11;2025-05-01;Email support was fast and fixed my login issue.;positive;positive;chatbot;5;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-1778;2023-06-11;2023-06-11;2023-06-01;The phone agent helped me set up alerts with ease.;positive;positive;phone;8;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-1246;2023-02-26;2023-02-26;2023-02-01;The chatbot made my experience so convenient!;positive;positive;phone;6;5;PROMOTER;1;0;Grupo F;1;1;Grupo F;Transaction Error
CASE-1622;2023-05-01;2023-04-30;2023-05-01;The chatbot was okay with my rewards query.;neutral;neutral;chatbot;5;4;PROMOTER;1;0;Grupo B,Grupo H;2;2;Grupo H;Transaction Error
CASE-1485;2023-01-29;2023-01-29;2023-01-01;The chatbot gave me useless info about my card.;negative;negative;email;2281;1;DETRACTOR;0;0;Grupo B,Grupo F,Grupo B,Grupo G;3;4;Grupo G;Loan Inquiry
CASE-1723;2025-06-29;2025-06-29;2025-06-01;The email team took forever and didn’t help.;negative;negative;phone;104;1;DETRACTOR;0;0;Grupo I,Grupo B,Grupo G;3;3;Grupo G;Transaction Error
CASE-1214;2025-11-19;2025-11-16;2025-11-01;Email support was amazing, they responded right away.;positive;positive;chatbot;3;5;PROMOTER;1;1;Grupo I,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-1069;2024-08-02;2024-07-28;2024-08-01;Phone support was a nightmare, no help at all.;negative;negative;chatbot;53;1;DETRACTOR;0;0;Grupo G,Grupo G,Grupo D,Grupo F,Grupo D;3;5;Grupo D;Transaction Error
CASE-1366;2025-02-17;2025-02-16;2025-02-01;The service was top-notch, I’m so happy with this bank!;positive;positive;chatbot;4;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-1856;2023-01-20;2023-01-15;2023-01-01;The call center staff was patient and resolved my payment issue.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-1634;2025-09-08;2025-09-07;2025-09-01;The phone agent refused to escalate my issue.;negative;negative;chatbot;33;2;DETRACTOR;0;0;Grupo B,Grupo J,Grupo F,Grupo C,Grupo G;5;5;Grupo G;Payment Issues
CASE-1718;2023-01-20;2023-01-15;2023-01-01;Phone support was decent, got the job done.;neutral;neutral;chatbot;5;3;DETRACTOR;1;0;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-1250;2024-05-11;2024-05-05;2024-05-01;The chatbot made resetting my PIN so simple.;positive;positive;email;199;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-1408;2023-03-10;2023-03-05;2023-03-01;The chatbot was a lifesaver when I needed to block my card.;positive;positive;email;193;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Fees Inquiry
CASE-1591;2024-08-13;2024-08-11;2024-08-01;The agent was very helpful and resolved my issue quickly.;positive;positive;email;492;4;PROMOTER;1;1;Grupo I,Grupo G,Grupo J;3;3;Grupo J;Login Problems
CASE-1692;2024-09-10;2024-09-08;2024-09-01;The chatbot gave me nonsense answers all the time.;negative;negative;chatbot;22;1;DETRACTOR;0;1;Grupo H;1;1;Grupo H;Fees Inquiry
CASE-1311;2024-10-29;2024-10-27;2024-10-01;The email response was clear and professional.;positive;positive;email;311;5;PROMOTER;1;1;Grupo C,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-1840;2024-02-24;2024-02-18;2024-02-01;The email team didn’t address my issue at all.;negative;negative;phone;113;2;DETRACTOR;0;0;Grupo B,Grupo J,Grupo F,Grupo J,Grupo G;4;5;Grupo G;Account Setup
CASE-1930;2024-06-03;2024-06-02;2024-06-01;The chatbot made checking my interest rates so simple.;positive;positive;phone;5;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Login Problems
CASE-1233;2024-09-23;2024-09-22;2024-09-01;Quick and friendly service, my card issue was sorted out fast.;positive;positive;email;104;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-1263;2025-08-27;2025-08-24;2025-08-01;Email support was spot on, they fixed my login problem quickly.;positive;positive;chatbot;4;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Payment Issues
CASE-1580;2025-03-23;2025-03-23;2025-03-01;The email team ignored my urgent request.;negative;negative;chatbot;45;2;DETRACTOR;0;0;Grupo F,Grupo G,Grupo G,Grupo E;3;4;Grupo E;Payment Issues
CASE-1084;2024-10-19;2024-10-13;2024-10-01;The phone team was slow and didn’t care.;negative;negative;phone;198;1;DETRACTOR;0;0;Grupo G,Grupo E,Grupo D,Grupo A;4;4;Grupo A;Card Issues
CASE-1617;2025-04-09;2025-04-06;2025-04-01;The phone agent was unhelpful with my fees.;negative;negative;phone;179;2;DETRACTOR;0;0;Grupo D,Grupo D,Grupo I;2;3;Grupo I;Login Problems
CASE-1417;2023-07-12;2023-07-09;2023-07-01;Phone support was outstanding, they deserve praise!;positive;positive;phone;13;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-1545;2023-03-15;2023-03-12;2023-03-01;The email team didn’t care about my problem.;negative;negative;email;2766;2;DETRACTOR;0;0;Grupo F,Grupo B,Grupo H,Grupo I,Grupo H;4;5;Grupo H;Balance Inquiry
CASE-1740;2023-02-09;2023-02-05;2023-02-01;The chatbot assisted me with my fees effortlessly.;positive;positive;phone;5;5;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-1156;2024-08-19;2024-08-18;2024-08-01;Phone support was awful, they ignored my problem.;negative;negative;phone;63;1;DETRACTOR;0;0;Grupo D,Grupo B,Grupo H,Grupo C,Grupo D;4;5;Grupo D;Login Problems
CASE-1102;2025-11-05;2025-11-02;2025-11-01;Quick and friendly service, my card issue was sorted out fast.;positive;positive;chatbot;9;5;PROMOTER;1;1;Grupo I,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-1342;2025-07-13;2025-07-13;2025-07-01;The phone team didn’t solve my transfer problem.;negative;negative;email;3681;2;DETRACTOR;0;0;Grupo I,Grupo A,Grupo C,Grupo I;3;4;Grupo I;Card Issues
CASE-1959;2025-06-12;2025-06-08;2025-06-01;The agent on the phone explained my mortgage options clearly.;positive;positive;chatbot;11;5;PROMOTER;0;1;Grupo B,Grupo G,Grupo C;3;3;Grupo C;Transaction Error
CASE-1707;2025-10-19;2025-10-19;2025-10-01;The phone representative was unhelpful and impatient.;negative;negative;email;4121;1;DETRACTOR;0;0;Grupo B,Grupo I,Grupo J;3;3;Grupo J;Payment Issues
CASE-1879;2025-09-04;2025-08-31;2025-09-01;The chatbot assisted with my account setup smoothly.;positive;positive;chatbot;5;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-1747;2025-07-20;2025-07-20;2025-07-01;The phone agent gave me conflicting information.;negative;negative;email;2390;1;DETRACTOR;0;0;Grupo J,Grupo G,Grupo A;3;3;Grupo A;Login Problems
CASE-1455;2023-01-13;2023-01-08;2023-01-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;positive;phone;12;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-1337;2024-07-10;2024-07-07;2024-07-01;Email support ignored my complaint completely.;negative;negative;chatbot;13;1;DETRACTOR;0;0;Grupo F,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-1994;2025-05-12;2025-05-11;2025-05-01;The chatbot assisted with my bill payment perfectly.;positive;positive;phone;8;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;General Inquiry
CASE-1062;2023-04-24;2023-04-23;2023-04-01;I waited on hold for an hour, this is unacceptable.;negative;negative;chatbot;12;2;DETRACTOR;0;0;Grupo G,Grupo J;2;2;Grupo J;Login Problems
CASE-1019;2025-11-18;2025-11-16;2025-11-01;Email support was fast and gave me all the info I needed.;positive;positive;phone;19;4;PROMOTER;1;1;Grupo C,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-1236;2024-09-27;2024-09-22;2024-09-01;The email team ignored my urgent card issue.;negative;negative;email;3651;2;DETRACTOR;0;0;Grupo B,Grupo C,Grupo B,Grupo G;3;4;Grupo G;Card Issues
CASE-1859;2024-11-03;2024-11-03;2024-11-01;The agent was very helpful and resolved my issue quickly.;positive;positive;phone;5;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-1857;2023-08-21;2023-08-20;2023-08-01;The phone agent was unhelpful with my fees.;negative;negative;chatbot;115;2;DETRACTOR;0;0;Grupo J,Grupo B,Grupo J,Grupo H;3;4;Grupo H;General Inquiry
CASE-1401;2025-12-04;2025-11-30;2025-12-01;I had a horrible experience with the phone support.;negative;negative;email;2926;1;DETRACTOR;0;0;Grupo B,Grupo J,Grupo D,Grupo A,Grupo A;4;5;Grupo A;Login Problems
CASE-1593;2024-01-10;2024-01-07;2024-01-01;The chatbot made checking my rewards so simple.;positive;positive;chatbot;5;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-1198;2023-11-24;2023-11-19;2023-11-01;The chatbot explained my fees so clearly, I’m impressed!;positive;positive;phone;9;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-1004;2025-06-25;2025-06-22;2025-06-01;The chatbot helped me with my savings goal easily.;positive;positive;email;466;5;PROMOTER;1;1;Grupo B,Grupo D;2;2;Grupo D;Balance Inquiry
CASE-1686;2023-04-13;2023-04-09;2023-04-01;The staff made transferring funds so easy and stress-free.;positive;positive;email;190;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-1647;2024-05-06;2024-05-05;2024-05-01;The chatbot couldn’t handle my simple question.;negative;negative;chatbot;43;1;DETRACTOR;0;0;Grupo I,Grupo I;1;2;Grupo I;Payment Issues
CASE-1916;2025-09-30;2025-09-28;2025-09-01;I received a detailed email response in less than an hour.;positive;positive;email;216;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
