REGION_CATEGORIA_PRODUCTO,MES,ORIGEN,M3_PRODUCTO,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO,PERCENT_CHANGE_MONTH_OVER_MONTH
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-04-01 00:00:00.000,ACTUAL,0.224,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,122
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-05-01 00:00:00.000,ACTUAL,0.087,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-61.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-06-01 00:00:00.000,ACTUAL,0.172,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,97.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-07-01 00:00:00.000,ACTUAL,0.129,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-25.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-08-01 00:00:00.000,ACTUAL,0.182,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,41
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-09-01 00:00:00.000,ACTUAL,0.05,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-72.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-10-01 00:00:00.000,ACTUAL,0.13,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,161.8
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-11-01 00:00:00.000,ACTUAL,0.058,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-55.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-12-01 00:00:00.000,ACTUAL,0.185,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,218
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-01-01 00:00:00.000,ACTUAL,0.134,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-27.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-02-01 00:00:00.000,ACTUAL,0.104,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-22.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-03-01 00:00:00.000,ACTUAL,0.066,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-37.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-04-01 00:00:00.000,ACTUAL,0.068,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,3.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-05-01 00:00:00.000,ACTUAL,0.033,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-51.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-06-01 00:00:00.000,FORECAST 1,0.101,0.042,0.161,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,207.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-07-01 00:00:00.000,FORECAST 1,0.071,0.007,0.135,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-29.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-08-01 00:00:00.000,FORECAST 1,0.111,0.043,0.179,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,55.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-09-01 00:00:00.000,FORECAST 1,0.026,-0.045,0.098,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-76.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-10-01 00:00:00.000,FORECAST 1,0.085,0.01,0.159,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,224
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-11-01 00:00:00.000,FORECAST 1,0.037,-0.041,0.116,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-55.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-12-01 00:00:00.000,FORECAST 1,0.134,0.053,0.216,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,258.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-01-01 00:00:00.000,FORECAST 1,0.1,0.016,0.185,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-25.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-02-01 00:00:00.000,FORECAST 1,0.098,0.01,0.185,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-2.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-03-01 00:00:00.000,FORECAST 1,0.053,-0.036,0.143,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-45.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-04-01 00:00:00.000,FORECAST 1,0.088,-0.005,0.181,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,64.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-05-01 00:00:00.000,FORECAST 1,0.044,-0.052,0.139,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-50.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-06-01 00:00:00.000,FORECAST 2,0.103,0.043,0.163,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,213.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-07-01 00:00:00.000,FORECAST 2,0.073,0.009,0.137,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-29.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-08-01 00:00:00.000,FORECAST 2,0.113,0.045,0.181,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,54
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-09-01 00:00:00.000,FORECAST 2,0.028,-0.044,0.099,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-75.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-10-01 00:00:00.000,FORECAST 2,0.086,0.012,0.161,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,209
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-11-01 00:00:00.000,FORECAST 2,0.039,-0.039,0.117,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-54.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-12-01 00:00:00.000,FORECAST 2,0.136,0.055,0.218,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,245.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-01-01 00:00:00.000,FORECAST 2,0.102,0.018,0.187,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-24.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-02-01 00:00:00.000,FORECAST 2,0.099,0.012,0.186,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-2.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-03-01 00:00:00.000,FORECAST 2,0.055,-0.035,0.145,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-44.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-04-01 00:00:00.000,FORECAST 2,0.089,-0.004,0.182,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,61.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-05-01 00:00:00.000,FORECAST 2,0.045,-0.051,0.14,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-50
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-01-01 00:00:00.000,ACTUAL,0.56,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-02-01 00:00:00.000,ACTUAL,0.493,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-11.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-03-01 00:00:00.000,ACTUAL,0.457,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-7.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-04-01 00:00:00.000,ACTUAL,1.035,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,126.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-05-01 00:00:00.000,ACTUAL,1.085,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,4.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-06-01 00:00:00.000,ACTUAL,1.1,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,1.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-07-01 00:00:00.000,ACTUAL,1.769,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,60.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-08-01 00:00:00.000,ACTUAL,1.357,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-23.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-09-01 00:00:00.000,ACTUAL,1.039,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-23.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-10-01 00:00:00.000,ACTUAL,1.696,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,63.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-11-01 00:00:00.000,ACTUAL,1.447,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-14.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-12-01 00:00:00.000,ACTUAL,1.012,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-30.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-01-01 00:00:00.000,ACTUAL,0.596,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-41.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-02-01 00:00:00.000,ACTUAL,1.031,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,73.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-03-01 00:00:00.000,ACTUAL,1.066,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,3.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-04-01 00:00:00.000,ACTUAL,0.72,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-32.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-05-01 00:00:00.000,ACTUAL,0.859,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,19.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-06-01 00:00:00.000,ACTUAL,1.503,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,75.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-07-01 00:00:00.000,ACTUAL,0.671,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-55.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-08-01 00:00:00.000,ACTUAL,0.466,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-30.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-09-01 00:00:00.000,ACTUAL,0.961,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,106.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-10-01 00:00:00.000,ACTUAL,0.747,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-22.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-11-01 00:00:00.000,ACTUAL,1.645,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,120.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-12-01 00:00:00.000,ACTUAL,0.956,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-41.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-01-01 00:00:00.000,ACTUAL,0.621,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-35
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-02-01 00:00:00.000,ACTUAL,0.947,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,52.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-03-01 00:00:00.000,ACTUAL,0.607,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-35.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-04-01 00:00:00.000,ACTUAL,1.354,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,123.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-05-01 00:00:00.000,ACTUAL,1.057,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-21.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-06-01 00:00:00.000,FORECAST 1,1.353,1.165,1.543,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,28.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-07-01 00:00:00.000,FORECAST 1,1.285,1.087,1.481,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-08-01 00:00:00.000,FORECAST 1,1.218,1.003,1.428,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-5.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-09-01 00:00:00.000,FORECAST 1,1.389,1.166,1.596,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,14.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-10-01 00:00:00.000,FORECAST 1,1.38,1.183,1.596,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-0.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-11-01 00:00:00.000,FORECAST 1,1.708,1.506,1.903,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,23.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-12-01 00:00:00.000,FORECAST 1,1.417,1.215,1.63,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-17.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-01-01 00:00:00.000,FORECAST 1,1.168,0.973,1.375,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-17.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-02-01 00:00:00.000,FORECAST 1,1.314,1.108,1.514,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,12.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-03-01 00:00:00.000,FORECAST 1,1.236,1.038,1.422,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-04-01 00:00:00.000,FORECAST 1,1.583,1.383,1.792,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,28.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-05-01 00:00:00.000,FORECAST 1,1.603,1.383,1.805,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,1.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-06-01 00:00:00.000,FORECAST 2,0.968,0.781,1.158,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-8.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-07-01 00:00:00.000,FORECAST 2,0.9,0.702,1.096,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-08-01 00:00:00.000,FORECAST 2,0.865,0.65,1.075,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-3.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-09-01 00:00:00.000,FORECAST 2,1.036,0.813,1.243,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,19.8
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-10-01 00:00:00.000,FORECAST 2,1.06,0.862,1.275,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,2.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-11-01 00:00:00.000,FORECAST 2,1.387,1.186,1.582,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,30.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-12-01 00:00:00.000,FORECAST 2,1.128,0.926,1.341,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-18.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-01-01 00:00:00.000,FORECAST 2,0.879,0.684,1.086,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-22.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-02-01 00:00:00.000,FORECAST 2,1.003,0.797,1.203,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,14.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-03-01 00:00:00.000,FORECAST 2,0.99,0.792,1.175,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-1.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-04-01 00:00:00.000,FORECAST 2,1.366,1.166,1.574,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,38.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-05-01 00:00:00.000,FORECAST 2,1.375,1.155,1.577,Valle del Cauca,Bebida de Té,Té Negro Zulianita 300mL x 6uds,0.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-01-01 00:00:00.000,ACTUAL,0.126,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-02-01 00:00:00.000,ACTUAL,0.04,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-68.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-03-01 00:00:00.000,ACTUAL,0.092,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,131.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-04-01 00:00:00.000,ACTUAL,0.256,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,179.8
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-05-01 00:00:00.000,ACTUAL,0.21,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-18.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-06-01 00:00:00.000,ACTUAL,0.172,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-17.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-07-01 00:00:00.000,ACTUAL,0.518,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,200.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-08-01 00:00:00.000,ACTUAL,0.47,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-9.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-09-01 00:00:00.000,ACTUAL,0.362,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-23
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-10-01 00:00:00.000,ACTUAL,0.195,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-46.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-11-01 00:00:00.000,ACTUAL,0.588,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,202.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-12-01 00:00:00.000,ACTUAL,0.335,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-43
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-01-01 00:00:00.000,ACTUAL,0.478,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,42.7
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-02-01 00:00:00.000,ACTUAL,0.235,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-50.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-03-01 00:00:00.000,ACTUAL,0.332,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,41.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-04-01 00:00:00.000,ACTUAL,0.276,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-16.9
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-05-01 00:00:00.000,ACTUAL,0.408,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,47.8
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-06-01 00:00:00.000,ACTUAL,0.81,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,98.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-07-01 00:00:00.000,ACTUAL,0.467,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-42.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-08-01 00:00:00.000,ACTUAL,0.371,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-20.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-09-01 00:00:00.000,ACTUAL,0.471,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,27
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-10-01 00:00:00.000,ACTUAL,0.377,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-20.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-11-01 00:00:00.000,ACTUAL,0.21,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-44.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-12-01 00:00:00.000,ACTUAL,0.819,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,290
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-01-01 00:00:00.000,ACTUAL,0.544,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-33.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-02-01 00:00:00.000,ACTUAL,0.438,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-19.4
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-03-01 00:00:00.000,ACTUAL,0.337,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-23.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-04-01 00:00:00.000,ACTUAL,0.463,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,37.6
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-05-01 00:00:00.000,ACTUAL,0.217,,,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-53.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-06-01 00:00:00.000,FORECAST 1,0.791,0.609,0.972,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,265.2
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-07-01 00:00:00.000,FORECAST 1,0.525,0.344,0.707,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-33.5
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-08-01 00:00:00.000,FORECAST 1,0.363,0.181,0.544,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-31
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-09-01 00:00:00.000,FORECAST 1,0.519,0.337,0.701,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,43.1
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-10-01 00:00:00.000,FORECAST 1,0.445,0.263,0.627,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-14.3
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-11-01 00:00:00.000,FORECAST 1,0.259,0.077,0.441,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-41.8
Valle del Cauca-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2025-12-01 00:00:00.000,FORECAST 1,0.761,0.578,0.943,Valle del Cauca,Bebida de Té,Té Negro Zulianita 500mL x 1uds,193.6
